campaign_id,source_path,runner_path,geometry_sha256,source_minimum,perturbation_family,phi_degrees,psi_degrees,nearest_minimum_rmsd_angstrom,selection_method,selected_for_qm
TSLRSH-GPU-049,analysis/mettl7-phase2/execution-unit-05L/points/phi300_psi060_B_p10/trajectory-018.xyz,geometry/TSLRSH-GPU-049.xyz,bbc230a9fd1083c0833a873522468e7a758e1e396ef708f9158f3fb1e8fab20f,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,-60.001688571569964,60.00592763419135,0.7907577322496578,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-050,analysis/mettl7-phase2/execution-unit-05B/qm/TSL_RSH/optimized.xyz,geometry/TSLRSH-GPU-050.xyz,27fab449cb9415769b4596e76da29034d2919daedbde2bb49900fa981440c1b5,MIN04,OTHER_EXISTING_GEOMETRY,-142.07468094045217,-179.89231414943177,0.31594520065591786,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-051,analysis/mettl7-phase2/execution-unit-05F/dft-2d/phi060_psi+060.xyz,geometry/TSLRSH-GPU-051.xyz,217b89058443e983e78a4d79261da34ca65aeef28f306c2210821f643f35786c,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,59.99457220919944,59.992011249770535,0.8219475852668114,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-052,analysis/mettl7-phase2/execution-unit-05M/points/M-V02/trajectory-017.xyz,geometry/TSLRSH-GPU-052.xyz,506ade0d2e421bae0544fee91d5a551ae7dedb5805ef2c68a57bb0609d8217a4,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,-59.83593576122672,179.38228632278725,0.2694713996912648,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-053,analysis/mettl7-phase2/execution-unit-05M/points/M-V01/trajectory-002.xyz,geometry/TSLRSH-GPU-053.xyz,780e63bf0ef3a2ec3e6f5d564b69486434097582725979326d884a63334d7a2a,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,115.85567925467231,43.47460297555283,0.6627631927512619,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-054,analysis/mettl7-phase2/execution-unit-05M/points/M-V02/trajectory-003.xyz,geometry/TSLRSH-GPU-054.xyz,6970cfb706b4145fe4ad62e4b344184e4d6d839c8104f39eeb24fb58f4fbcd0a,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,-58.00313727151479,114.23301972985328,0.6441748597957869,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-055,analysis/mettl7-phase2/execution-unit-05B/qm/TSL_RSH/state.xyz,geometry/TSLRSH-GPU-055.xyz,35691d292fcbff13a10b7cae0a414abe4262de9a0f30a7c75e14f7bbb1276118,MIN04,OTHER_EXISTING_GEOMETRY,-153.97460437235807,178.52330219537677,0.33184077105630005,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-056,analysis/mettl7-phase2/execution-unit-05O/force-cloud/candidates/candidate-019.xyz,geometry/TSLRSH-GPU-056.xyz,0204302f9c4e675bf01c13c86ca54d58bde086d97ffe8c48d7c504ba2ffaa39e,MIN04,FORCE_CLOUD_PERTURBATION,59.86293099911834,161.98378162559476,0.06545615851751935,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-057,analysis/mettl7-phase2/execution-unit-05O/force-cloud/candidates/candidate-020.xyz,geometry/TSLRSH-GPU-057.xyz,9c6411cc6450e780c786c587dd013905b63c3a4ff9ceef6d534046adf0b9e460,MIN04,FORCE_CLOUD_PERTURBATION,54.6951671302353,168.10941949988572,0.08111237346247803,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-058,analysis/mettl7-phase2/execution-unit-05O/force-cloud/candidates/candidate-018.xyz,geometry/TSLRSH-GPU-058.xyz,4c6ea1f3c6b2c2dc1d2ff4cec20135049ccb9b07e43f9751c2846339edb437f0,MIN04,FORCE_CLOUD_PERTURBATION,60.06860309205533,171.48098862773824,0.05029125338163413,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-059,analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+060/trajectory-002.xyz,geometry/TSLRSH-GPU-059.xyz,37e37a863525b4c90b520e6e80b14670537f603108bf8b81cdc8675bd66b38ff,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,60.091110197322095,60.07366866166301,0.7937884907310628,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
TSLRSH-GPU-060,analysis/mettl7-phase2/execution-unit-05H/points/phi300_psi+060/trajectory-002.xyz,geometry/TSLRSH-GPU-060.xyz,30816ea71aa8c4c14d06d1fb599a8a43afa30c426005317b2c0892ef62adf86e,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,-59.99630351468403,60.0290394590892,0.8231685302139552,BALANCED_MINIMUM_STRATIFIED_MAXIMIN_DESCRIPTOR,True
