campaign_id,source_minimum,family,geometry_sha256,result_sha256,total_energy_hartree,electronic_energy_hartree,d3_energy_hartree,global_force_rms_kcal_mol_a,sulfur_local_force_rms_kcal_mol_a,sulfur_atom_force_norm_kcal_mol_a,sulfur_force_projection_sc_kcal_mol_a,sulfur_force_projection_sh_kcal_mol_a,d3_global_gradient_rms_kcal_mol_a,d3_local_gradient_rms_kcal_mol_a,sc_distance_a,sh_distance_a,c_s_h_angle_deg,phi_deg,psi_deg,scf_cycles,runtime_seconds
TSLRSH-GPU-041,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,9bec879217a16f5146c7826d36457d054577e7303e341d347e5c51f3fa430c07,6533397c3ae5cb4a18b1f3ad1ab518f38edd553e8c18b2ae1000c4d75d1b9434,-1477.7829417681835,-1477.698503986549,-0.08443778163453385,14.291732360886538,30.37085597498039,38.959147338965195,27.78858733753962,-19.005428713088317,0.32271383614996285,0.4591386439188505,2.033329156629683,1.3901440399895693,94.88903893543636,-59.99881620499608,60.00814039774015,16,4.438019946999702
TSLRSH-GPU-042,MIN04,FORCE_CLOUD_PERTURBATION,a014760728e7aa3ee9f1af7577b3747a21a60d6df273efd99e7d266324da0cbf,8f95841112e3d3b0fa2b6de5d5c08622d125d6d5dae82110b9472e06f6490cce,-1477.6069686981796,-1477.5218253281319,-0.08514337004769322,63.69449049832675,59.580300835136725,26.26696568269773,-17.067426837262893,12.195360031936985,0.3093269343237619,0.4204562870122165,1.8389750679749521,1.3540982822802148,93.57911832766797,64.94690562310518,169.0060082574283,15,4.300353782999991
TSLRSH-GPU-043,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,cbac103875c0a9bf266b10d23447042ba6c684b5183846bb146389e42f841bc3,6fa02804f185f8af243e8db37317b7aa3e79f2ce2d2f014576b07ab6a5b5fbe3,-1477.7991923926206,-1477.7132729046307,-0.08591948798985095,12.058665570385104,31.899729585843104,46.950704261582736,0.06118276362384579,1.2976548881718528,0.32962211789126783,0.47257629946327995,1.9495793762437776,1.366466492861419,98.46582410509815,179.45845531974544,56.08615234201631,16,4.550366299999951
TSLRSH-GPU-044,MIN04,FORCE_CLOUD_PERTURBATION,ffcdc5b20530be3c33c23c842ecb6c97e668c86aab0db948581a63f4e4de1d17,9f7ee162b3cdbc2d7d0ca1b323c18b809cb34ce63d0b86a1bbd8efbf14f68592,-1477.6351344709392,-1477.5502568325505,-0.0848776383887324,61.0610023631271,47.34059642652177,23.269299634870002,0.8833619663008593,-21.4077849442837,0.3128821668244059,0.42500435241588785,1.846365895969699,1.3639824838279835,103.01706849167844,51.195800985883466,163.00713428428534,16,4.504152487000283
TSLRSH-GPU-045,MIN04,OTHER_EXISTING_GEOMETRY,db810234cfe572c68795bb6b5bb9f82aaf23660eae39a94ab47de138e7a1a2c7,21c627a69fc9fc4f62be6321da1ddac0fbebb2417e4f97896ac0a34a8578de50,-1477.9059023846805,-1477.8223706592012,-0.08353172547939132,9.069329282293165,8.5346959742379,23.709819674254284,19.879216967559245,10.943581083857149,0.30376912231847936,0.4066454356627772,1.9349935922156976,1.3845407239467002,95.53382668650472,5.492468058796711e-05,172.6746384651183,14,4.115580089000105
TSLRSH-GPU-046,MIN04,MINIMUM_OPTIMIZATION_TRAJECTORY,be219a31eb846166df0e03b07d33eeefa034660cbf11498c4aaa3c8ae6caf671,2a3fc33108e8d5f5b22cfb882c98c964e2e3039c6848c23fa853255002b7a072,-1477.9194291943986,-1477.834197609814,-0.08523158458452557,2.1242744732381706,4.976209866234021,9.802242038536251,-6.382620817393095,-6.395488213298368,0.3141408284469592,0.430426083174845,1.8285132912849293,1.3616261218919772,97.91260727429268,61.56876317050588,155.6493339811842,15,4.313736909999989
TSLRSH-GPU-047,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,df99353079c126f5fe43b1b689974ff5949d51aa4ba3f15320e46f6a3e8a0b18,2e8f9948366e3c48620e0b38de261134314ec0b0a5c97d182b24daba77a7bc29,-1477.8049232002097,-1477.7199278671937,-0.08499533301601572,10.20062429158874,26.075648053225994,39.64005949708902,-8.791994373506402,38.76797834652863,0.32429908998605395,0.45357637423528047,1.8391827788169928,1.3660183674922328,103.95199179415059,60.75160525991351,61.20341572158945,14,4.112918854999862
TSLRSH-GPU-048,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,9c512b1e188c844aac7162ffc6e120d77913ae71fe8a620ef111867b621c7a1b,81f48ea7416adabc9b1ee335f8184887ddf5ac80005cd651792d1e286dab6e96,-1477.9032097287316,-1477.8191656452245,-0.08404408350712726,9.166782054150511,9.06605467409006,26.245966987342058,20.502196451429118,11.755998699457537,0.307822867279578,0.41832308856793265,1.9277591590294667,1.3806512826363557,98.4038187805837,-179.9995816651388,179.99986071510065,15,4.353772865999872
TSLRSH-GPU-049,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,bbc230a9fd1083c0833a873522468e7a758e1e396ef708f9158f3fb1e8fab20f,4f6f48fe8aef27dbdc2aed04d094714e5e2b2d38b73a749d073290350ceea380,-1477.8039377149514,-1477.718007975389,-0.08592973956261758,10.11096619310424,26.750902873642154,40.87833168661548,0.137568819263834,-39.550583192174955,0.32810387510966926,0.4616835481982668,1.8597995227606632,1.3676456861613446,98.80757100658577,-60.001688571569964,60.00592763419135,16,4.465833884999938
TSLRSH-GPU-050,MIN04,OTHER_EXISTING_GEOMETRY,27fab449cb9415769b4596e76da29034d2919daedbde2bb49900fa981440c1b5,6c5c44ce29b7166c0d49e4f98347db8853286469d578664e6130dd1fa6a3d3ef,-1477.9085322096876,-1477.8222352948164,-0.08629691487102059,9.332468694688341,9.515176874515063,23.86873285225765,-2.838331193737695,-21.641003054626022,0.31271653955501594,0.4255616053993484,1.8526046247675412,1.3254992040271234,97.24878314152983,-142.07468094045217,-179.89231414943177,15,4.3304109369996695
TSLRSH-GPU-051,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,217b89058443e983e78a4d79261da34ca65aeef28f306c2210821f643f35786c,e4e28dd92a611d76c326780bc1ad469f6775020c27d737371ee474a361c2bcb9,-1477.7698903096846,-1477.6860109508762,-0.08387935880833412,13.094904213896585,26.30258134932109,50.2972112576685,25.828684879904955,27.34624792146211,0.31412235429981145,0.4248105080261247,2.0088930897503725,1.39273277127861,100.71156033299253,59.99457220919944,59.992011249770535,16,4.481682904000081
TSLRSH-GPU-052,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,506ade0d2e421bae0544fee91d5a551ae7dedb5805ef2c68a57bb0609d8217a4,496c9ce81b5cf691bfed74f134eee34932f30c0a5aa0be2434252060f81985d4,-1477.9235486580187,-1477.8387124117367,-0.0848362462820632,0.533442922947612,1.395323503798012,3.3160805843761065,0.13307365315726624,1.5690564559344051,0.3100374240020366,0.41707148988918424,1.8569527549959062,1.3637999883649494,93.88013689622214,-59.83593576122672,179.38228632278725,16,4.491875695999624
TSLRSH-GPU-053,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,780e63bf0ef3a2ec3e6f5d564b69486434097582725979326d884a63334d7a2a,641fd1a6a3157ac78f6ba9900ac269f6526c46f7750f5bfbd1db57ca9e3245c8,-1477.7882356607909,-1477.702973864269,-0.08526179652169538,12.95857605111115,34.17407723399842,50.001789485375184,11.217218682495874,39.44841847318249,0.32669687584110646,0.4638875150358455,1.886596448411693,1.3688742525933282,104.2895797400231,115.85567925467231,43.47460297555283,16,4.485205511000004
TSLRSH-GPU-054,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,6970cfb706b4145fe4ad62e4b344184e4d6d839c8104f39eeb24fb58f4fbcd0a,5696f137bafda414f813ad92aa098de5638878cd1fe1e56fe13da1d00b357ef2,-1477.8672581936326,-1477.7827669872686,-0.0844912063640565,8.658806614548169,22.182170770530764,27.997312421297636,-2.0842080058091836,-27.54911177577303,0.3163341508185077,0.4327837811178827,1.8500798104701996,1.3669304937298172,94.27446782537412,-58.00313727151479,114.23301972985328,14,4.158440906999658
TSLRSH-GPU-055,MIN04,OTHER_EXISTING_GEOMETRY,35691d292fcbff13a10b7cae0a414abe4262de9a0f30a7c75e14f7bbb1276118,dd2d70a4dbe8b7269594f7ba72a65a88028efb2a9ae538f66f4e92515c6eb630,-1477.9111090458427,-1477.8263736550794,-0.08473539076338817,8.165543490151693,7.6855360613228845,15.613661724201561,-8.209991480637305,-12.241156545609279,0.30856216315046514,0.419621797470952,1.8275956883293418,1.3417946936845442,96.64782935948027,-153.97460437235807,178.52330219537677,15,4.388936864000243
TSLRSH-GPU-056,MIN04,FORCE_CLOUD_PERTURBATION,0204302f9c4e675bf01c13c86ca54d58bde086d97ffe8c48d7c504ba2ffaa39e,b32ebc79e40252ee5e0caf739003918b291b7674ea6dc30691b025748be8ff2e,-1477.825249276279,-1477.7404970289017,-0.08475224737724579,29.65377712544281,23.28197228056353,11.353477690699282,9.265801039223476,5.550839650035692,0.31140820669801084,0.4247921405593651,1.8355649623713008,1.3668389039305182,95.40172832823042,59.86293099911834,161.98378162559476,15,4.333924978000141
TSLRSH-GPU-057,MIN04,FORCE_CLOUD_PERTURBATION,9c6411cc6450e780c786c587dd013905b63c3a4ff9ceef6d534046adf0b9e460,dd2b63d017d62ffad979b9879e3f25e72699534dc5254d6069f0b262a4916db4,-1477.7614184339684,-1477.6763219812165,-0.08509645275184034,42.8957417521734,31.11277320802582,26.186155327767988,-24.662485544987828,12.98305958294676,0.30933441793336613,0.4199495902003979,1.841512423169839,1.3982600278668218,100.22971957291456,54.6951671302353,168.10941949988572,15,4.312556531000155
TSLRSH-GPU-058,MIN04,FORCE_CLOUD_PERTURBATION,4c6ea1f3c6b2c2dc1d2ff4cec20135049ccb9b07e43f9751c2846339edb437f0,c1a02ff16f424ce8ca38b1aa46879a77dfa09d189d416559c1944ca3ed1cbcf5,-1477.8653870138235,-1477.780156796864,-0.0852302169593452,24.534474717750715,25.590797735263266,6.509902605762113,-1.9018778666068652,5.708371516167057,0.30929699231115854,0.4214997388741773,1.8483521837137458,1.374148859350427,95.14003077022971,60.06860309205533,171.48098862773824,15,4.2924729880001
TSLRSH-GPU-059,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,37e37a863525b4c90b520e6e80b14670537f603108bf8b81cdc8675bd66b38ff,85751429ed78fa2643c7a3a76a9836fede69c62921bf2cb18cf675c9033ca68d,-1477.7897597262909,-1477.7050145215603,-0.08474520473053299,9.368332128533577,23.42640798386217,42.60606672635184,18.02161084810307,26.016615458513723,0.31959173618439496,0.4393130535550563,1.9460146333433352,1.373660357483668,100.40651844904785,60.091110197322095,60.07366866166301,16,4.47337498800016
TSLRSH-GPU-060,MIN04,TORSIONAL_OR_CONSTRAINED_TRAJECTORY,30816ea71aa8c4c14d06d1fb599a8a43afa30c426005317b2c0892ef62adf86e,1d543bd56a16319be6bdb008a019dff9a27a8e479cc1c24b253ef46b18be68fe,-1477.7995060839016,-1477.7139370532932,-0.08556903060853534,10.923631432378139,27.81190114086531,42.19251021981334,17.866123101799374,-32.10347542926153,0.3277142385147413,0.46962618529082384,1.9619599379670094,1.367299460238157,94.41900457284403,-59.99630351468403,60.0290394590892,16,4.566163009999855
