dimension,evidence_hash,molecule_id,calculation_type,protocol_key,acceptance,source_path,source_sha256
"QUANTUM","bba2e3123489068fe527e7a7d4f99d2975df0723280852a8d0fb0cefedecd0b0","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|PySCF|2.14.0","ACCEPTED","execution-unit-05L/points/phi300_psi060_B_p10/final.xyz","6c8493352d6c333d6197533e0f4e09f924c89d212bbd4002a9f21dbec8f43380"
"QUANTUM","bc970c7e8f2add42d543921ddada53c4fa31e26a2abdbabe2b194c09ee53b21f","TSL-RSH","RESP","HF|6-31G(d)|none|gas|false|AmberTools|26.0","PROTOCOL_INCOMPLETE","execution-unit-05O/native-amber-resp3min-hf631gd-format-rejected/result.json","b7934c65bbc3de4e653f8f6b370da61931ae219649be6aef351ffa668be5a884"
"QUANTUM","bf7087eed28e21c8e68dcf5f98fd1f4400e8464e2503ad1a5da9baca21d76b2d","TSL-RSH","CONSTRAINED_SCAN","PBE|3-21G|none|none|false|unknown|unknown","ACCEPTED","execution-unit-05D/full-molecule-dft/TSL_RSH/point-016.xyz","daf3f9a6d4a29ce3aa58bbab65273460fc94d075447f26239699c8557f6ae608"
"QUANTUM","c5cc696fb2c795f4c40a6f3cc8efe2c47c92970aa407122851ac505ae11a5cd1","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|PySCF|2.14.0","ACCEPTED","execution-unit-05L/points/phi060_psi060_B_m10/final.xyz","592826ec52b670ed031a756d458e26593b3715368e26abef71f25eaf307fe338"
"QUANTUM","c699bc6a506f8e42429e96722154832f98558506b3b42629ae5ef9755921c74f","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-16/16_MIN02_S_ACCEPTOR_2.8/result.json","c1e4263aa341f0b61c0f8e792c3da9854e942535e85e29bd1ab5614cdcab529b"
"QUANTUM","c91bb95c19a04a98ca02d81cdbae5ae4aac9f476516c22385c83f04bd0eb7985","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-10/10_MIN01_O2_ACCEPTOR_1.7/result.json","cae818ce8acdbe0520b4f7465e3714a7cfc68ca5db5f570fcd38af93cdd740d9"
"QUANTUM","ca18570a6cf6d33110c60d98678d10405a32f56ff70dd2d2c40fa80e69b60904","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|unknown|unknown","ACCEPTED","execution-unit-05F/dft-2d/phi300_psi+180.xyz","6bd0838cb190612238b30dd5878aba4edead5a4b203c812d06e882bad77a07ac"
"QUANTUM","cb7bd9f67189475a303b5eafa8bfb06f7d761600fbd88f933655502f583362f7","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-8/08_MIN01_O1_ACCEPTOR_2.1/result.json","91f55738a463db9de345ad07d1dae844066198b0b0de66a3ea227818caed0041"
"QUANTUM","cd9616c2f726006a0cf2490d3190490acdb0532c92bf0f451a1eef95dd37e18b","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|PySCF|2.14.0","ACCEPTED","execution-unit-05M/points/M-D03/final.xyz","caf00eb3161828dc2255ac19d07231c89a5269aad489a3f233801ab85ea26ba0"
"QUANTUM","d020ea425160d4ff7e7c6f4c7bbfcdf8599bf7a70e26321f54b95e6736900b82","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/replacement-sh-donor-qm-local/MIN02_SH_DONOR_1.7A/result.json","2c4a3ffd7c46f1dc47213a9fbe53346eb8a323e1d783a4e6bb0d01b90b230062"
"QUANTUM","d171c3a9f3ea31adad61442ff32f35e63ffbd7a36e793acf8bbe3b368e04979c","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-13/13_MIN01_O3_ACCEPTOR_1.7/result.json","561d7521b3422710725e708568444cf55d28d08845fa1da4acedeba3312c0d0d"
"QUANTUM","d30c00c8093df5d5ee544580acb7a2f6ed46d75f8431478c5889513428ee520b","TSL-RSH","OPTIMIZATION","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/qm-native-minima/MIN02/result.json","9f23b0f9fbb5d1215f9f18841a5bccd27801836984ef31272af8f900e1847fa5"
"QUANTUM","d4ed45e0aaeb791c4127f4c2c6d58f11ca0da355d90ceebd69cc9eca4ca9be39","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-14/14_MIN01_O3_ACCEPTOR_2.1/result.json","e98e3e49cbe871ebcede28ecb1cd0425979ab39cc508ce007e2a12bd3d6e8080"
"QUANTUM","d81b8bc0dd9f581c46da3dd52ce4cfb6bb70ab9bc77d2ed7f3c2e028b8859949","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_1.7A/geometry.xyz","a85c6b68361726076f780ab358ebc1853e572f5db7457554e930b82e6fdfd18f"
"QUANTUM","daa384b672445d6c5d6871922030ee40d1c5124230e7e13c8ec0460d55d11189","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","EXCLUDED_BY_PROTOCOL","execution-unit-05O/vdw-probe-validation-aws/point-6/06_MIN01_SH_DONOR_2.8/geometry.xyz","4d0ed63118e3e875b3464cd3e5f963a2d1177eab86eb057c774bea54dc57336d"
"QUANTUM","db97f6fd5de38a464b8a1db9a460b7c58f0a164c0f49f034241991f14c963398","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|PySCF|2.14.0","ACCEPTED","execution-unit-05H/points/phi300_psi+060/final.xyz","5b53a02a7704e3a0bac07b556a1a51730324eb9ec14463cdc8e71f5dbd820ed3"
"QUANTUM","dd67ad3b9a4a4b357439c23c6f4111e154e06ee2aea9533ca1d29583b3f9a73f","TSL-RSH","HESSIAN","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/hessians/MIN02/result.json","0fc1be464cabc094fd24f042baac8687668d968e7050c54ddfcadc779c0c9e20"
"QUANTUM","de601f269f6cb7dd69cc1371cc9cf23ded23cc42bbab17f9996c2745e02ac185","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-16/16_MIN02_S_ACCEPTOR_2.8/geometry.xyz","9177f2330ddc56c398ca51fd04f0f942d8c3c339bb4b318e9ab36937b10c4ac8"
"QUANTUM","ded1fe919b6564ce3d9e3e93bb176c78bba702540e2ab40d7b8f2898ce24df71","TSL-RSH","CONSTRAINED_SCAN","PBE|3-21G|none|none|false|unknown|unknown","ACCEPTED","execution-unit-05D/full-molecule-dft/TSL_RSH/point-004.xyz","b7f5b0940002d2515a75ac9979e988e2ed7e643084380b493a4d1b56aaeb5263"
"QUANTUM","df6028e63513139b55a71bc3c93a8fa1ac8b313e4094b570550f0c1ace6da98d","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","EXCLUDED_BY_PROTOCOL","execution-unit-05O/vdw-probe-validation-aws/point-13/13_MIN01_O3_ACCEPTOR_1.7/geometry.xyz","b31fa3341188ba4de64314c12201cbd70574379c780dae20f445880ffee3e1a0"
"QUANTUM","e576398d470252b3bd4635cd7d861dc31a69d21e4bf81d12540e66b78ec44814","TSL-RSH","CONSTRAINED_SCAN","PBE|3-21G|none|none|false|unknown|unknown","ACCEPTED","execution-unit-05D/full-molecule-dft/TSL_RSH/point-008.xyz","bfc4af14f22c2295f73dd1dd076e1db6bac8b5f34cdf01598b4af291e2e9c9a0"
"QUANTUM","e74632fbc94df14237b014d13c30b38ac7990c3a7c20e9d81b23d35d29f29ea8","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","GEOMETRY_INVALID","execution-unit-05O/vdw-probe-validation-aws/point-4/04_MIN01_SH_DONOR_1.7/result.json","fc977dbdd44f85adc7f81a3ba5bb5d5c374ec1a73e567beaccdc54acee5878a1"
"QUANTUM","e7604671410ac0816a262522a1217e156f9f1f333bd2d24ed1a310f89727ce6a","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-8/08_MIN01_O1_ACCEPTOR_2.1/geometry.xyz","93898719c2cc39969e3a97353a53bf650f7e350eb0ebea8e2c8abd77420358b6"
"QUANTUM","e90ddbe554a820aea8b82bc69b4b16f57941ed2735a42f4879372a10ea7f91ca","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|PySCF|2.14.0","ACCEPTED","execution-unit-05H/points/phi060_psi+180/final.xyz","20fe390b2905139f25cbd2666431a0e8e8c326911dbcacb6d718101b86f7a946"
"QUANTUM","e9ea0e722f7a14704924e5bbee5e74ac863509f909990d5d71d11dcfc4cc970f","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|PySCF|2.14.0","ACCEPTED","execution-unit-05H/points/phi060_psi+060/final.xyz","2e9c371154fa8e8aac9411044b71e0ab14fc054a7ef9bcdf8c05421e32c38762"
"QUANTUM","ebc0a26605ac17a3ea25abe4a45ee348a5704d9f09925fbe43ec5585fbc396e2","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/electrostatic-diagnostics/MIN04/result.json","c3c3b1dd735b30156bf16b25c3a17aba25e4445a36017e98cdd17d1bb2acf234"
"QUANTUM","ed84b6a8ef66465f6de38a4106afca50806baa3d5196589cd82cae1b974366d4","TSL-RSH","SINGLE_POINT","PBE|def2-SVP|D3(BJ)|none|false|PySCF|2.14.0","ACCEPTED","execution-unit-05H/points/phi060_psi-060/final.xyz","e1f3e1d2de036c727820d60ffa267252c7f93ed1f998d05c2b3463fb9a0ec6ee"
"QUANTUM","ee5896224e99b0cb8761e2bf2e6f9059fe594d063594912b2654ee2e67717499","TSL-RSH","RESP","HF|6-31G(d)|none|gas|false|AmberTools|26.0","ACCEPTED","execution-unit-05O/TSL_RSH_NATIVE_AMBER_RESP_CHARGES.csv","339649c4fd2f4c8dbefbf4bc9cab987828bf999cc2ce55f26ae62ecc52204870"
"QUANTUM","f4f59db92b889df8c25c236b321e6f600038fad673b6aff184efb18e1fbf4a2f","TSL-RSH","CONSTRAINED_SCAN","PBE|3-21G|none|none|false|unknown|unknown","ACCEPTED","execution-unit-05D/full-molecule-dft/TSL_RSH/point-002.xyz","7e89dfb2a115af5ed2b9cda28fcfc8c424d36a4652fca57c5b8954a5a35cd0df"
"QUANTUM","f54743261ea0a3f28438728bbaa1290ad523dbf8abb9cc02569f463f4d4313a1","TSL-RSH","COUNTERPOISE_INTERACTION","PBE0|def2-TZVP|D3(BJ)|none|true|PySCF|2.14.0","ACCEPTED","execution-unit-05O/vdw-probe-validation-aws/point-3/03_MIN01_S_ACCEPTOR_3.5/geometry.xyz","ac8f59044c5ab86a07325421fcc9cb3cddca17d14d4d0a7c742dda0b60508134"
"QUANTUM","f8b34aac636b98db4b7063fa878dde3ff5427698060488003a688cf74a019668","TSL-RSH","OPTIMIZATION","PBE|def2-SVP|D3(BJ)|gas|false|PySCF|2.14.0","ACCEPTED","execution-unit-05O/qm-native-minima/MIN01/result.json","b615c1b50c4d7114d5147592bacb8b86177b8e276e84480e411a4d9091b607b7"
"CLASSICAL","028173eca4d906a81be2978833fb5d4d3a5e417e21dbdd36a0004c1d6b162af2","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","GEOMETRY_INVALID","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","1434c7d26d2139e569af62a1714aa158e27a18de9bec0194b33eb29026b0f3ff","TSL-RSH","CLASSICAL_FIXED_GEOMETRY_ENERGY","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-final-evidence-package/SIX_POINT_SH_DONOR_MASTER_TABLE.csv","9a5ae810e46982bfbd489201e3b2af0a73c8c97cdec833384587b5061a58524f"
"CLASSICAL","2b4c2048bf31f4d06149b54320aeca1695bcd68b67ac48ef6cd5c4b04fb28a2a","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","3615ca89fa5725d115df9caa2b26b59ac90c4a33f7fbc17a2acfe80c86428348","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","GEOMETRY_INVALID","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","37c198a850a0f2555771a4ef5600b78ed523d48452c624f291406cc9109b8cb0","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","3c61ce3603e56d4e107f0cac0285ec64e0c75594a2f2c66c826204df370ba045","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","3dd9ebb65f743bfb32f32e9c56d402d587d94764f6a5554eb69dbaa1dbfb3d5b","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","57fc0a5e891eb1a4e4c257ddc614fbfb8869ec2cd7a1e2797c80cfba23d85849","TSL-RSH","CLASSICAL_FIXED_GEOMETRY_ENERGY","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-final-evidence-package/SIX_POINT_SH_DONOR_MASTER_TABLE.csv","9a5ae810e46982bfbd489201e3b2af0a73c8c97cdec833384587b5061a58524f"
"CLASSICAL","59dd4710ce8575c580910032be643acc6e548c7d35c3a645784e26d5c9af14e5","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","62a8b9b275306489ed45377f59dbc6e0e382d4937a9e8616c736f9b85b24c80f","TSL-RSH","CLASSICAL_FIXED_GEOMETRY_ENERGY","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-final-evidence-package/SIX_POINT_SH_DONOR_MASTER_TABLE.csv","9a5ae810e46982bfbd489201e3b2af0a73c8c97cdec833384587b5061a58524f"
"CLASSICAL","68d5602bd8733e04c587d7a86790087bd510554481cf7b7d52c7f35d03869f59","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","7d0828f90eb1d25012ad927a48b4531a8ee83ded8998395bb7b19818e06d9c73","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","GEOMETRY_INVALID","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","825365d93bc101b45dcb2a476432d3532e3ccf0b408cdbac79cf384cc435c492","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","84e8f70d90ee52850cf6c593528357afbbcfbef6b626aabb79d167b418c3178c","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","8b15c44dd557855547f33249f23fe9c92c83d417fbf42d3df006da7a8b0d70fa","TSL-RSH","CLASSICAL_FIXED_GEOMETRY_ENERGY","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-final-evidence-package/SIX_POINT_SH_DONOR_MASTER_TABLE.csv","9a5ae810e46982bfbd489201e3b2af0a73c8c97cdec833384587b5061a58524f"
"CLASSICAL","9e6cc8182a548fa67cec129d6cab9db6869980b87430c67bca1e3e1f246f59f0","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","a01a3740d09e26521bada065d8df80eb4171058b86aaf514a8a69642799a96cd","TSL-RSH","CLASSICAL_FIXED_GEOMETRY_ENERGY","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-final-evidence-package/SIX_POINT_SH_DONOR_MASTER_TABLE.csv","9a5ae810e46982bfbd489201e3b2af0a73c8c97cdec833384587b5061a58524f"
"CLASSICAL","b2874028bfed224041b29d2ced7d95109222a13e2eec5125bb32e286a9007853","TSL-RSH","CLASSICAL_FIXED_GEOMETRY_ENERGY","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/replacement-sh-donor-final-evidence-package/SIX_POINT_SH_DONOR_MASTER_TABLE.csv","9a5ae810e46982bfbd489201e3b2af0a73c8c97cdec833384587b5061a58524f"
"CLASSICAL","c122fcccc26bc2e134daf680e2a2205968da7819f821b644d0decf4f5ca9cb21","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","ce6f2596e094a2ad6c20b8484e9a952ed1b442d0923259c9fbf7f5b087a57451","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","e1442f4d675df074ee771c348934c7608df241aa601b4a1d4d67c7f224e6c80c","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
"CLASSICAL","f654592c0fb3a59f5f400038c48f859808665a87ebf0bd4f1042fb8a09ac03ca","TSL-RSH","ENERGY_DECOMPOSITION","GAFF2|none|none|none|false|AmberTools|unknown","ACCEPTED","execution-unit-05O/final-19-point-force-field-diagnostic/CLASSICAL_ENERGY_DECOMPOSITION.csv","bc76dc22c0cf98f0757f16ae7fa130dd389dfe6e6761df0cec516ce9c3e24867"
