evaluation_id,axis,purpose,LOCAL_TYPE_1,LOCAL_TYPE_2,LOCAL_TYPE_7,LOCAL_TYPE_12,LOCAL_TYPE_17,LOCAL_TYPE_30,profile_mse_kcal2_mol2,regularization,objective
EVAL_00184,PSI,optimization,0.13,1.5674950685044164,0.0,0.155555556,0.25,0.143,12.793671264894511,0.0991816315914266,12.892852896485937
EVAL_00185,PSI,optimization,0.13,1.5694950685044164,0.0,0.155555556,0.25,0.143,12.79344852039661,0.09943259080238731,12.892881111198998
EVAL_00186,PSI,optimization,0.13,1.5674950685044164,0.002,0.155555556,0.25,0.143,12.808602604601893,0.09915779159142661,12.90776039619332
EVAL_00187,PSI,optimization,0.13,1.5601295939398407,0.0,0.155555556,0.25,0.143,12.794395248372998,0.0982601739954757,12.892655422368474
EVAL_00188,PSI,optimization,0.13,1.5621295939398407,0.0,0.155555556,0.25,0.143,12.794075297157747,0.09850995473050606,12.892585251888253
EVAL_00189,PSI,optimization,0.13,1.5601295939398407,0.002,0.155555556,0.25,0.143,12.80942351741507,0.0982363339954757,12.907659851410545
EVAL_00190,PSI,optimization,0.13,1.5621346072243467,0.0,0.155555556,0.25,0.143,12.794079000192934,0.09851058124351855,12.892589581436452
EVAL_00191,PSI,optimization,0.13,1.5641346072243467,0.0,0.155555556,0.25,0.143,12.793891947228,0.09876068278067444,12.892652630008675
EVAL_00192,PSI,optimization,0.13,1.5621346072243467,0.002,0.155555556,0.25,0.143,12.809179835810642,0.09848674124351856,12.907666577054162
EVAL_00193,PSI,optimization,0.13,1.560150323951963,0.0,0.155555556,0.25,0.143,12.794395617683326,0.09826276133309661,12.892658379016423
EVAL_00194,PSI,optimization,0.13,1.562150323951963,0.0,0.155555556,0.25,0.143,12.79413102597672,0.09851254538492893,12.89264357136165
EVAL_00195,PSI,optimization,0.13,1.560150323951963,0.002,0.155555556,0.25,0.143,12.809357932504989,0.09823892133309661,12.907596853838086
EVAL_00196,PSI,optimization,0.13,1.5619179357337627,0.0,0.155555556,0.25,0.143,12.79409892277081,0.09848350551867274,12.892582428289483
EVAL_00197,PSI,optimization,0.13,1.5639179357337627,0.0,0.155555556,0.25,0.143,12.79385077766124,0.09873357238839015,12.89258435004963
EVAL_00198,PSI,optimization,0.13,1.5619179357337627,0.002,0.155555556,0.25,0.143,12.809203042554211,0.09845966551867275,12.907662708072884
EVAL_00199,PSI,optimization,0.13,1.5613350966354484,0.0,0.155555556,0.25,0.143,12.794234912544843,0.09841069135942501,12.892645603904267
EVAL_00200,PSI,optimization,0.13,1.5633350966354485,0.0,0.155555556,0.25,0.143,12.793920135583278,0.09866066497488668,12.892580800558164
EVAL_00201,PSI,optimization,0.13,1.5613350966354484,0.002,0.155555556,0.25,0.143,12.80927362920225,0.09838685135942501,12.907660480561676
EVAL_00202,PSI,optimization,0.13,1.5619169840798237,0.0,0.155555556,0.25,0.143,12.794100845451075,0.09848338660628049,12.892584232057356
EVAL_00203,PSI,optimization,0.13,1.5639169840798237,0.0,0.155555556,0.25,0.143,12.793850206913675,0.09873345332373326,12.892583660237408
EVAL_00204,PSI,optimization,0.13,1.5619169840798237,0.002,0.155555556,0.25,0.143,12.809208264671637,0.09845954660628049,12.907667811277918
EVAL_00205,PSI,optimization,0.13,1.5619179356533717,0.0,0.155555556,0.25,0.143,12.79409892277081,0.0984835055086276,12.892582428279438
EVAL_00206,PSI,optimization,0.13,1.5639179356533717,0.0,0.155555556,0.25,0.143,12.79385077766124,0.09873357237833215,12.892584350039572
EVAL_00207,PSI,optimization,0.13,1.5619179356533717,0.002,0.155555556,0.25,0.143,12.809203042554211,0.09845966550862761,12.907662708062839
EVAL_00208,PSI,optimization,0.13,1.5619174598665457,0.0,0.155555556,0.25,0.143,12.79416486538186,0.09848344605743851,12.892648311439299
EVAL_00209,PSI,optimization,0.13,1.5639174598665457,0.0,0.155555556,0.25,0.143,12.793850148301205,0.09873351285101714,12.892583661152223
EVAL_00210,PSI,optimization,0.13,1.5619174598665457,0.002,0.155555556,0.25,0.143,12.809202774568027,0.09845960605743852,12.907662380625466
EVAL_00211,PSI,optimization,0.13,1.5619179356521675,0.0,0.155555556,0.25,0.143,12.79409892277081,0.09848350550847715,12.892582428279288
EVAL_00212,PSI,optimization,0.13,1.5639179356521675,0.0,0.155555556,0.25,0.143,12.79385077766124,0.09873357237818148,12.89258435003942
EVAL_00213,PSI,optimization,0.13,1.5619179356521675,0.002,0.155555556,0.25,0.143,12.809203042554211,0.09845966550847715,12.907662708062688
EVAL_00214,PSI,optimization,0.13,1.5619176977593567,0.0,0.155555556,0.25,0.143,12.79416380173907,0.09848347578295558,12.892647277522027
EVAL_00215,PSI,optimization,0.13,1.5639176977593567,0.0,0.155555556,0.25,0.143,12.793849685006961,0.09873354261459706,12.892583227621559
EVAL_00216,PSI,optimization,0.13,1.5619176977593567,0.002,0.155555556,0.25,0.143,12.809203378348396,0.09845963578295558,12.907663014131352
EVAL_00217,PSI,optimization,0.13,1.5609570556604764,0.0,0.155555556,0.25,0.143,12.79429432158707,0.09836347718464895,12.892657798771719
EVAL_00218,PSI,optimization,0.13,1.5629570556604764,0.0,0.155555556,0.25,0.143,12.794038010127421,0.09861339031355462,12.892651400440975
EVAL_00219,PSI,optimization,0.13,1.5609570556604764,0.002,0.155555556,0.25,0.143,12.809328138873083,0.09833963718464896,12.907667776057732
EVAL_00220,PSI,optimization,0.13,1.5619159591951917,0.0,0.155555556,0.25,0.143,12.79416181894959,0.09848325854354542,12.892645077493135
EVAL_00221,PSI,optimization,0.13,1.5639159591951917,0.0,0.155555556,0.25,0.143,12.793850277075496,0.09873332509701666,12.892583602172513
EVAL_00222,PSI,optimization,0.13,1.5619159591951917,0.002,0.155555556,0.25,0.143,12.809203277635588,0.09845941854354542,12.907662696179132
EVAL_00223,PSI,optimization,0.13,1.5619179357237731,0.0,0.155555556,0.25,0.143,12.79409892277081,0.0984835055174245,12.892582428288236
EVAL_00224,PSI,optimization,0.13,1.5639179357237731,0.0,0.155555556,0.25,0.143,12.79385077766124,0.09873357238714031,12.892584350048379
EVAL_00225,PSI,optimization,0.13,1.5619179357237731,0.002,0.155555556,0.25,0.143,12.809203042554211,0.09845966551742452,12.907662708071635
EVAL_00226,PSI,optimization,0.13,1.5619169474594758,0.0,0.155555556,0.25,0.143,12.79416638255023,0.09848338203044507,12.892649764580675
EVAL_00227,PSI,optimization,0.13,1.5639169474594758,0.0,0.155555556,0.25,0.143,12.793850205257302,0.0987334487420386,12.89258365399934
EVAL_00228,PSI,optimization,0.13,1.5619169474594758,0.002,0.155555556,0.25,0.143,12.809203149185963,0.09845954203044509,12.907662691216409
EVAL_00229,PSI,optimization,0.13,1.561917935721437,0.0,0.155555556,0.25,0.143,12.79409892277081,0.0984835055171326,12.892582428287943
EVAL_00230,PSI,optimization,0.13,1.563917935721437,0.0,0.155555556,0.25,0.143,12.79385077766124,0.09873357238684802,12.892584350048088
EVAL_00231,PSI,optimization,0.13,1.561917935721437,0.002,0.155555556,0.25,0.143,12.809203042554211,0.0984596655171326,12.907662708071344
EVAL_00232,PSI,optimization,0.13,1.561917935719114,0.0,0.155555556,0.25,0.143,12.79409892277081,0.09848350551684233,12.892582428287653
EVAL_00233,PSI,optimization,0.13,1.563917935719114,0.0,0.155555556,0.25,0.143,12.79385077766124,0.09873357238655739,12.892584350047796
EVAL_00234,PSI,optimization,0.13,1.561917935719114,0.002,0.155555556,0.25,0.143,12.809203042554211,0.09845966551684233,12.907662708071053
EVAL_00235,PSI,optimization,0.13,1.561917441589295,0.0,0.155555556,0.25,0.143,12.794166786936907,0.09848344377363394,12.892650230710542
EVAL_00236,PSI,optimization,0.13,1.563917441589295,0.0,0.155555556,0.25,0.143,12.793850157104723,0.09873351056428822,12.892583667669012
EVAL_00237,PSI,optimization,0.13,1.561917441589295,0.002,0.155555556,0.25,0.143,12.809207880031774,0.09845960377363394,12.907667483805408
EVAL_00238,PSI,optimization,0.13,1.5619179357179604,0.0,0.155555556,0.25,0.143,12.79409892277081,0.0984835055166982,12.89258242828751
EVAL_00239,PSI,optimization,0.13,1.5639179357179605,0.0,0.155555556,0.25,0.143,12.79385077766124,0.09873357238641306,12.892584350047652
EVAL_00240,PSI,optimization,0.13,1.5619179357179604,0.002,0.155555556,0.25,0.143,12.809203042554211,0.0984596655166982,12.907662708070909
EVAL_00241,PHI,postfit_sensitivity_plus,0.21460606269354413,0.0,0.15,0.0,0.25,0.143,10.55224573225928,0.0012542286738789225,10.55349996093316
EVAL_00242,PHI,postfit_sensitivity_minus,0.1946060626935441,0.0,0.15,0.0,0.25,0.143,10.551178059839618,0.0011348589735692518,10.552312918813188
EVAL_00243,PSI,postfit_sensitivity_plus,0.13,1.5719179357337627,0.0,0.155555556,0.25,0.143,12.793194991925443,0.09973703986725975,12.892932031792702
EVAL_00244,PSI,postfit_sensitivity_minus,0.13,1.5519179357337627,0.0,0.155555556,0.25,0.143,12.795651174045572,0.09723797117008573,12.892889145215658
EVAL_00245,PSI,postfit_sensitivity_plus,0.13,1.5619179357337627,0.01,0.155555556,0.25,0.143,12.869649852079915,0.09836750551867274,12.968017357598587
EVAL_00246,PHI,postfit_sensitivity_plus,0.20460606269354412,0.0,0.15,0.01,0.25,0.143,10.737797143176037,0.001070099378924087,10.73886724255496
EVAL_00247,CHI,postfit_sensitivity_plus,0.13,0.0,0.15,0.155555556,0.48316322267291023,0.26169736590767545,0.6329789735970016,0.002738166123225509,0.6357171397202271
EVAL_00248,CHI,postfit_sensitivity_minus,0.13,0.0,0.15,0.155555556,0.4631632226729102,0.26169736590767545,0.6335507137212835,0.002381104966948852,0.6359318186882323
EVAL_00249,CHI,postfit_sensitivity_plus,0.13,0.0,0.15,0.155555556,0.4731632226729102,0.27169736590767546,0.6327005679899239,0.0026545934378133206,0.6353551614277372
EVAL_00250,CHI,postfit_sensitivity_minus,0.13,0.0,0.15,0.155555556,0.4731632226729102,0.25169736590767544,0.6329766833588136,0.00246467765236104,0.6354413610111747
