authoritative_point,scan_axis,nominal_scan_angle,qm_relative_kcal_mol,mm_relative_kcal_mol,qm_minus_mm_residual_kcal_mol,physical_torsion_id,physical_torsion_relationship,physical_dihedral_degrees
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,CHI_I02_10-9-25-55,CHI,-63.570899070246845
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,CHI_I03_36-9-25-55,CHI,177.042481271637
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I04_7-8-9-10,PHI,-50.70895325176022
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I05_7-8-9-25,PHI,-179.36293653170728
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I06_7-8-9-36,PHI,67.89323929866399
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I07_10-9-8-34,PHI,-171.19431774837278
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I08_10-9-8-35,PHI,72.99350392068857
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I09_25-9-8-34,PHI,60.15169897168016
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I10_25-9-8-35,PHI,-55.660479359258474
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I11_34-8-9-36,PHI,-52.59212519794858
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PHI_I12_35-8-9-36,PHI,-168.40430352888723
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PSI_I13_1-7-8-9,PSI,36.35155475494432
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PSI_I14_6-7-8-9,PSI,-147.7885598293668
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PSI_I15_1-7-8-34,PSI,156.0523509844513
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PSI_I16_1-7-8-35,PSI,-88.14531553993103
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PSI_I17_6-7-8-34,PSI,-28.087763599859798
PHI_-180,PHI,-180,12.297421019351964,14.113844660547272,-1.8164236411953087,PSI_I18_6-7-8-35,PSI,87.71456987575789
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,CHI_I01_8-9-25-55,CHI,63.38182342063585
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,CHI_I02_10-9-25-55,CHI,-63.34076763805208
PHI_-165,PHI,-165,12.017065696114134,13.576862767954907,-1.559797071840773,CHI_I03_36-9-25-55,CHI,177.7028726671212
