evaluation_id,purpose,LOCAL_TYPE_1,LOCAL_TYPE_12,LOCAL_TYPE_17,LOCAL_TYPE_2,LOCAL_TYPE_30,LOCAL_TYPE_7,PHI_N1_PHASE0,PHI_N2_PHASE180,PSI_N1_PHASE0,equal_surface_profile_mse,regularization,objective
EVAL_00017,optimization,0.0,0.0,0.4731632226729102,2.0,0.26169736590767545,0.0,2.0,0.0,0.006962397791079458,6.765265562684458,0.007677120551100719,6.772942683235558
EVAL_00018,optimization,0.0,0.0,0.4731632226729102,1.998,0.26169736590767545,0.0,2.0,0.0,0.006962397791079458,6.766065155206512,0.007607187420818121,6.77367234262733
EVAL_00019,optimization,0.0,0.0,0.4731632226729102,2.0,0.26169736590767545,0.002,2.0,0.0,0.006962397791079458,6.770195173294056,0.00767728055110072,6.7778724538451565
EVAL_00020,optimization,0.0,0.0,0.4731632226729102,2.0,0.26169736590767545,0.0,2.0,0.0,0.00896239779107946,6.765201915800744,0.007677439047012362,6.772879354847756
EVAL_00021,optimization,0.0,0.0,0.4731632226729102,2.0,0.26169736590767545,0.0,2.0,0.0,0.007578964602787626,6.765279589927968,0.007677210208315211,6.772956800136283
EVAL_00022,optimization,0.0,0.0,0.4731632226729102,1.998,0.26169736590767545,0.0,2.0,0.0,0.007578964602787626,6.766046359939954,0.0076072770780326125,6.773653637017986
EVAL_00023,optimization,0.0,0.0,0.4731632226729102,2.0,0.26169736590767545,0.002,2.0,0.0,0.007578964602787626,6.770119253691192,0.007677370208315211,6.777796623899507
EVAL_00024,optimization,0.0,0.0,0.4731632226729102,2.0,0.26169736590767545,0.0,2.0,0.0,0.009578964602787626,6.765276636984553,0.007677553366899321,6.772954190351452
EVAL_00025,optimization,0.0,0.0,0.4731632226729102,2.0,0.26169736590767545,0.0,2.0,0.0,0.0076170938536716795,6.765266309625505,0.007677216002458464,6.772943525627964
EVAL_00026,optimization,0.0,0.0,0.4731632226729102,1.998,0.26169736590767545,0.0,2.0,0.0,0.0076170938536716795,6.766056830290112,0.007607282872175866,6.773664113162288
