axis,angle_degrees,qm_energy_hartree,candidate_id,archive_member,qm_energy_kcal_mol_absolute,mm_bond_kcal_mol_absolute,mm_angle_kcal_mol_absolute,mm_dihedral_kcal_mol_absolute,mm_imp_kcal_mol_absolute,mm_elec_kcal_mol_absolute,mm_vdw_kcal_mol_absolute,mm_elec_14_kcal_mol_absolute,mm_vdw_14_kcal_mol_absolute,mm_tot_kcal_mol_absolute,qm_relative_kcal_mol,mm_relative_kcal_mol,qm_minus_mm_relative_kcal_mol,mm_bond_relative_to_component_min_kcal_mol,mm_angle_relative_to_component_min_kcal_mol,mm_dihedral_relative_to_component_min_kcal_mol,mm_imp_relative_to_component_min_kcal_mol,mm_elec_relative_to_component_min_kcal_mol,mm_vdw_relative_to_component_min_kcal_mol,mm_elec_14_relative_to_component_min_kcal_mol,mm_vdw_14_relative_to_component_min_kcal_mol
PHI,-90,-1477.9406993692571,457c6e61ae526c218c97,results/PHI/candidates/457c6e61ae526c218c97/final.xyz,-927421.7908643946,2.7749290573333014,15.133974018308674,74.6163749823179,0.0,-48.57404951003042,-0.18906060555835474,14.126547128999395,13.389584072133399,71.27829914350389,1.8840517384232953,2.4755961537353954,-0.5915444153121001,0.018537334862996246,1.6765592504734599,0.6994905037624619,0.0,3.705089405302793,0.5055056020544546,0.6777609096834425,0.0
PHI,-75,-1477.9437017968164,6c904431996435df4e8a,results/PHI/candidates/6c904431996435df4e8a/final.xyz,-927423.674916133,2.7826534352426417,13.74114643245839,73.91688447855543,0.0,-48.74386571027487,-0.6945662076128093,14.312837072711385,13.48761348868832,68.80270298976849,0.0,0.0,0.0,0.026261712772336576,0.28373166462317556,0.0,0.0,3.5352732050583455,0.0,0.8640508533954332,0.0980294165549207
PHI,-60,-1477.9418405357717,a14624dc51ac1cb2f4db,results/PHI/candidates/a14624dc51ac1cb2f4db/final.xyz,-927422.506957194,2.826138747176252,13.457414767835214,74.12676973618554,0.0,-49.1454338264805,-0.5250527303192163,14.744458453023817,14.11123538196437,69.59553052938547,1.167958939098753,0.7928275396169795,0.37513139948177354,0.06974702470594663,0.0,0.20988525763010557,0.0,3.1337050888527145,0.169513477293593,1.2956722337078652,0.7216513098309711
PHI,-45,-1477.9351785861832,95184b2140b31fed261f,results/PHI/candidates/95184b2140b31fed261f/final.xyz,-927418.3265207118,2.9015440281552554,14.774828962059994,74.64715087277357,0.0,-50.18266169202484,1.015158315106945,15.831412396449608,15.809129068564754,74.79656195108528,5.348395421286114,5.993858961316789,-0.6454635400306756,0.1451523056849502,1.3174141942247797,0.730266394218134,0.0,2.0964772233083764,1.7097245227197542,2.3826261771336554,2.4195449964313553
PHI,-30,-1477.9235923578171,bdc0c207f6bdb0881c94,results/PHI/candidates/bdc0c207f6bdb0881c94/final.xyz,-927411.0560526442,3.367723819300679,19.156756008814295,76.43749508030518,0.0,-50.99097826088519,3.3323686909274577,16.629014700599853,18.19364162163083,86.12602166069311,12.61886348889675,17.32331867092462,-4.704455182027871,0.6113320968303739,5.699341240979081,2.520610601749752,0.0,1.2881606544480206,4.026934898540267,3.1802284812839012,4.804057549497433
PHI,-15,-1477.9052638851444,b1ee3267f365b429d213,results/PHI/candidates/b1ee3267f365b429d213/final.xyz,-927399.5547623981,4.477025791807691,26.883697600788043,78.37719005086426,0.0,-51.697748185498405,6.970537067715828,17.402863482607483,21.208658555725332,103.62222436401024,24.120153734926134,34.819521374241745,-10.69936763931561,1.7206340693373856,13.426282832952829,4.460305572308826,0.0,0.5813907298348084,7.6651032753286374,3.9540772632915306,7.819074483591933
PHI,0,-1477.8805530057086,bef577364be0ac4447a7,results/PHI/candidates/bef577364be0ac4447a7/final.xyz,-927384.0484514412,6.524839673017429,37.99466063034419,80.11198226033389,0.0,-52.27913891533321,11.266684707051713,18.106728917342775,24.936291207870216,126.662048480627,39.626464691828005,57.859345490858516,-18.23288079903051,3.7684479505471242,24.53724586250898,6.195097781778458,0.0,0.0,11.961250914664522,4.657942698026822,11.546707135736817
PHI,105,-1477.8855907149164,0f99b394d6ec79ee1869,results/PHI/candidates/0f99b394d6ec79ee1869/final.xyz,-927387.2096616963,4.2973383926886815,41.82537951195782,79.7592719498448,0.0,-49.39833787350583,10.07903177135238,15.95704794132589,20.01530478054312,122.53503647420686,36.46525443671271,53.73233348443837,-17.26707904772566,1.5409466702183763,28.367964744122606,5.842387471289371,0.0,2.8808010418273824,10.773597978965189,2.5082617220099372,6.62572070840972
PHI,120,-1477.902408477335,e9595dc56ca6cdc07e3c,results/PHI/candidates/e9595dc56ca6cdc07e3c/final.xyz,-927397.7629669455,3.7336456592697935,34.12574531852256,78.89138087710047,0.0,-49.09216518480629,6.4460678138302585,15.469683801501965,17.975458587425074,107.54981687284382,25.911949187517166,38.74711388307533,-12.835164695558163,0.9772539367994884,20.668330550687347,4.9744963985450426,0.0,3.1869737305269226,7.140634021443068,2.020897582186013,4.585874515291675
PHI,135,-1477.9148800633304,83b6c0db10abc2e9e083,results/PHI/candidates/83b6c0db10abc2e9e083/final.xyz,-927405.5890053135,3.2426603651477643,27.107404991014594,77.91218749327199,0.0,-48.66736226330888,4.6771201183752895,14.872254013506492,16.49367948438383,95.63794420239108,18.085910819587298,26.83524121262259,-8.749330393035294,0.4862686426774592,13.64999022317938,3.995303014716555,0.0,3.611776652024332,5.371686325988099,1.4234677941905396,3.1040954122504303
