axis,angle_degrees,candidate_id,source_archive_member,qm_energy_hartree,target_angle_after_minimization_degrees,final_restraint_center_degrees,restraint_center_correction_history,target_angle_error_degrees,target_angle_pass,minimization_converged,minimization_steps,final_rms_kcal_mol_angstrom,final_gmax_kcal_mol_angstrom,restart_readback_pass,aligned_cartesian_rmsd_angstrom,aligned_max_atom_displacement_angstrom,mm_bond_kcal_mol_absolute,mm_angle_kcal_mol_absolute,mm_dihedral_kcal_mol_absolute,mm_imp_kcal_mol_absolute,mm_elec_kcal_mol_absolute,mm_vdw_kcal_mol_absolute,mm_elec_14_kcal_mol_absolute,mm_vdw_14_kcal_mol_absolute,mm_tot_kcal_mol_absolute,mm_other_kcal_mol_absolute,input_rst7_sha256,final_rst7_sha256,mdout_sha256,restraint_sha256,run_directory,qm_relative_kcal_mol,mm_relative_kcal_mol,relaxed_profile_residual_kcal_mol
CHI,120,e3e4f8139e8687d89679,TSL_RSH_TORSIONDRIVE_BACKUP/results/CHI/candidates/e3e4f8139e8687d89679/final.xyz,-1477.9378294367405,119.4679316413167,120.0,"[{'attempt': 1, 'restraint_center_degrees': 120.0, 'actual_degrees': 119.4679316413167, 'target_error_degrees': 0.5320683586833184, 'steps': 4551, 'rms': 0.00099882}]",0.5320683586833184,True,True,4551,0.00099882,0.0051442,True,0.18233830110238242,0.7898086174353188,3.7217231417388352,12.5423649748497,67.67043870483278,0.0,-48.30891542767949,-5.03534004746737,13.49563078069546,10.796429615982982,54.882331742952886,-1.4210854715202004e-14,3c6c60080eccfd612263bad86c9da3fca5697571f0c85d873491d67db531d338,7eba2e133e1ae4faad9f3cc58a0881067ff791710039a37a0f3ff181781075f5,f84f2f90603c0ec378ec5ee5a112a3bf4227aa954bda6a6d396b73c2c666578e,36e759837222f81ded93acb0ddee985074f1978c51f605df60aaaff7b38ca7af,03_PREFIT_BASELINE/relaxed-runs/CHI/+120,3.7373350122694022,2.2511794740708737,1.4861555381985285
CHI,135,0f6f231a99ae46e3824a,TSL_RSH_TORSIONDRIVE_BACKUP/results/CHI/candidates/0f6f231a99ae46e3824a/final.xyz,-1477.9377247869083,135.55333809607245,135.0,"[{'attempt': 1, 'restraint_center_degrees': 135.0, 'actual_degrees': 135.55333809607245, 'target_error_degrees': 0.5533380960724514, 'steps': 4753, 'rms': 0.00099296}]",0.5533380960724514,True,True,4753,0.00099296,0.0051926,True,0.18917302238802106,0.8051229078098816,3.729127307121229,12.538350555638942,67.5165856221992,0.0,-48.46590353430475,-5.001302714240331,13.695260176685252,10.812682842574961,54.8248002556745,0.0,668e7904bb0773191e8979ce15c4471da17445247ebf787fae97dcfc17e82d3b,ffe2aad1dfa8fa7037f06856efd1b14562c8b2c86004197d72b54e726b332af9,cb80042b9fa550325bad5d4e91bfc273137d3bc25219eb78e1b412b955de4796,16faa981ee0f69e91e1545f2a1f2e59e13f83706d451972391eb29fced520581,03_PREFIT_BASELINE/relaxed-runs/CHI/+135,3.8030037733710786,2.1936479867924916,1.609355786578587
CHI,150,9c092d7e3a6c2deb89a2,TSL_RSH_TORSIONDRIVE_BACKUP/results/CHI/candidates/9c092d7e3a6c2deb89a2/final.xyz,-1477.9385377237527,150.61044931755924,150.0,"[{'attempt': 1, 'restraint_center_degrees': 150.0, 'actual_degrees': 150.61044931755924, 'target_error_degrees': 0.6104493175592438, 'steps': 4916, 'rms': 0.00099365}]",0.6104493175592438,True,True,4916,0.00099365,0.0051319,True,0.19122044389915985,0.8065915914809845,3.7337611484934503,12.539831161836526,67.07779627345532,0.0,-48.59104361383742,-4.9737713875652165,13.82452284006818,10.822270975967722,54.43336739841857,7.105427357601002e-15,c215660c163e63a82519bebb065332f6213c91735fc33147c8821ac42551ee28,0255b1d0c0bda5ee8a55db252ce4f059c0d7e9bd47cede402076c13fce0c6568,ee7b4d1831791ce33ad0d7b6a435b3a20e0556cc2e75b844d46c3ec3ec1369bd,e6e9170f9d9fdf8c7c19cdbb33940235526cb546b50601b21e20965306e054c8,03_PREFIT_BASELINE/relaxed-runs/CHI/+150,3.292878201783699,1.802215129536556,1.490663072247143
CHI,165,627913490138c9fd14b4,TSL_RSH_TORSIONDRIVE_BACKUP/results/CHI/candidates/627913490138c9fd14b4/final.xyz,-1477.939750845474,165.59544706280028,165.0,"[{'attempt': 1, 'restraint_center_degrees': 165.0, 'actual_degrees': 165.59544706280028, 'target_error_degrees': 0.5954470628002753, 'steps': 4969, 'rms': 0.00099049}]",0.5954470628002753,True,True,4969,0.00099049,0.0050993,True,0.18791510437009354,0.7952538072087123,3.7282803616899507,12.490812803633471,66.61924418672201,0.0,-48.67693232493455,-4.972830470144386,13.907714373402019,10.830879436242114,53.92716836661063,-7.105427357601002e-15,f43b60d310ac7ea316b0830fe0d7bab2550fe8e08e91ad863c8242125147161a,adda1aee0d53f504a41672adf8252d31f51d9431f7690331fb9ea6659cab67ca,740027594dbb6f3e10989acc3adefd293988ac705c3cdc9db2cc88fc0add1028,822a586104ab768eccc44e789a161a9fb8c14fe32e4842ec9ec41ee0cdab5858,03_PREFIT_BASELINE/relaxed-runs/CHI/+165,2.5316328285396272,1.296016097728618,1.2356167308110093
PHI,-180,4a40d6e4c9e115d1a3b9,results/PHI/candidates/4a40d6e4c9e115d1a3b9/final.xyz,-1477.9241046089987,-179.36391380306853,-180.0,"[{'attempt': 1, 'restraint_center_degrees': -180.0, 'actual_degrees': -179.36391380306853, 'target_error_degrees': 0.6360861969314726, 'steps': 7999, 'rms': 0.00099955}]",0.6360861969314726,True,True,7999,0.00099955,0.005759,True,0.21813334361899792,0.8107355112734553,4.528437577979664,16.759543764976662,71.37930443859346,0.0,-47.349945011568614,-2.101024472586373,11.415515639124038,11.543592851633623,66.17542478815247,0.0,f5a2c69e4aae676a7842ea5fcc999dd61c944b0e344d17efb5424f9550576223,96a6f4aa73e21eb07fd6db26fac654b368729b9ca17116b797a766e0728b05e1,d161f07b534fd794443d0201101308018f3b64331fd05d5cf89e13078e1db9fa,bf1122ac0b2b0b132870d16ec66d9b53a4272645206253fcd48036f2a42d6e9b,03_PREFIT_BASELINE/relaxed-runs/PHI/-180,12.297421019351964,13.388430925986597,-1.0910099066346337
PHI,-165,2c3c895f210789f5833d,results/PHI/candidates/2c3c895f210789f5833d/final.xyz,-1477.924551383645,-164.4532709130698,-165.0,"[{'attempt': 1, 'restraint_center_degrees': -165.0, 'actual_degrees': -164.4532709130698, 'target_error_degrees': 0.5467290869302133, 'steps': 7543, 'rms': 0.00099942}]",0.5467290869302133,True,True,7543,0.00099942,0.0051525,True,0.253103704473319,0.8541727801050749,4.256327919104121,16.20058708421037,72.16548574919031,0.0,-47.51039209175051,-2.486839845994029,11.41231230412631,11.676441977318873,65.71392309620545,0.0,c0afcde106701f8fdae27ba308855b190dde18f34e07d6a691ca2842dfcd2d37,e54d9bda03509b13796ab815d8a53deaaccac3dd559cfeb92b9103340c2243b9,d8fdc131c325fdbc289be6827d338efee2eaa6b2243fa721746cfb75b08f18eb,0fc0706be5d371c06de73f5e818bc76b178ce2eb0e808e26e36ecd60a8a8d177,03_PREFIT_BASELINE/relaxed-runs/PHI/-165,12.017065696114134,12.926929234039576,-0.9098635379254425
PHI,-150,08427ce4bdf6f6c9d08c,results/PHI/candidates/08427ce4bdf6f6c9d08c/final.xyz,-1477.924346949788,-149.463826183048,-150.0,"[{'attempt': 1, 'restraint_center_degrees': -150.0, 'actual_degrees': -149.463826183048, 'target_error_degrees': 0.5361738169519867, 'steps': 8018, 'rms': 0.00099562}]",0.5361738169519867,True,True,8018,0.00099562,0.0060896,True,0.2727630807320957,0.8679012948772585,4.06600467921808,16.554692207341233,72.46240616975143,0.0,-47.53872233726762,-2.812900440741114,11.266590796069458,11.632278538238726,65.63034961261019,0.0,d3bd53e3dcccfbb4b5a53aaf9f0e3847ffffc14f287fba53f03de1fcb2db7021,5eff25dab0df840b38fcc3ef3b4d0df47cd70121ad790ce0a1f25126bf6eb22b,7017bcd2aa1c1a9ce7ac96f58dc2110732e687f954c42bf9ce39105ef46bb091,628e07714dacce8aee78ffa4d8c804a6dcf8d2902083b44998da3c50b6952fb2,03_PREFIT_BASELINE/relaxed-runs/PHI/-150,12.14534987811232,12.843355750444317,-0.6980058723319971
PHI,-135,1e97524cf1d5e51c1360,results/PHI/candidates/1e97524cf1d5e51c1360/final.xyz,-1477.9244372711948,-135.02400517397473,-135.8381455707319,"[{'attempt': 1, 'restraint_center_degrees': -135.0, 'actual_degrees': -134.1618544292681, 'target_error_degrees': 0.8381455707319105, 'steps': 9453, 'rms': 0.00099426}, {'attempt': 2, 'restraint_center_degrees': -135.8381455707319, 'actual_degrees': -135.02400517397473, 'target_error_degrees': 0.024005173974728677, 'steps': 8153, 'rms': 0.00099505}]",0.024005173974728677,True,True,8153,0.00099505,0.0063687,True,0.22296900916335574,0.7904493007949933,3.9069671771572176,17.011297052714237,72.15730256587142,0.0,-47.574286434686755,-3.1948268110463562,11.183305951726634,11.470793718120028,64.96055321985642,0.0,cf3f58006ab2604f01de8f59a336c177d424843f0e350226706dd55ff9e3575c,d7dbbe24adecf3d7631a4c4ae532d9f9f3460dfe1cfdcd4af5a31b1e927359fd,dab9b6e0a5c328314ef95fcf479edb8b7d22c48765b83be5152130b04194bb43,c8e9e00b25c6f66935add9009e22adc2da8996820b3cce25135482a1d709543c,03_PREFIT_BASELINE/relaxed-runs/PHI/-135,12.088672339648122,12.17355935769055,-0.08488701804242815
PHI,-120,c493fb0d694458ebe2d9,results/PHI/candidates/c493fb0d694458ebe2d9/final.xyz,-1477.928712237524,-120.02453759865496,-121.24013551663364,"[{'attempt': 1, 'restraint_center_degrees': -120.0, 'actual_degrees': -118.75986448336634, 'target_error_degrees': 1.240135516633643, 'steps': 4549, 'rms': 0.00098225}, {'attempt': 2, 'restraint_center_degrees': -121.24013551663364, 'actual_degrees': -120.02453759865496, 'target_error_degrees': 0.02453759865494476, 'steps': 4335, 'rms': 0.00098237}]",0.02453759865494476,True,True,4335,0.00098237,0.0036808,True,0.19350820597019303,0.7046411761353557,3.7587710747502965,16.986405884591964,70.70655599868914,0.0,-47.645976375088544,-3.674594474395261,11.290893694270416,11.14048398627683,62.56253978909485,7.105427357601002e-15,b0ab6ab29731f27c525885a389cf137053668d9cd961c73aabf72c62f9c5d569,bd69e937fda15584f6cdca53cf870b913ca2407ffa352b06f1cafe432e7eadf1,6a24adcaa8dddce77f4c960510929787134a11c95b205cd597a2f602c60c4b92,c36e858f0cc7148a64413704553530bcb334b8d2afd95922845a36dcb14341df,03_PREFIT_BASELINE/relaxed-runs/PHI/-120,9.406090467076242,9.775545926928977,-0.36945545985273576
PHI,-105,04a362c18479f5cdda2e,results/PHI/candidates/04a362c18479f5cdda2e/final.xyz,-1477.9351127595178,-104.99761419755112,-106.35948170533194,"[{'attempt': 1, 'restraint_center_degrees': -105.0, 'actual_degrees': -103.64051829466806, 'target_error_degrees': 1.3594817053319446, 'steps': 6662, 'rms': 0.00099556}, {'attempt': 2, 'restraint_center_degrees': -106.35948170533194, 'actual_degrees': -104.99761419755112, 'target_error_degrees': 0.002385802448884533, 'steps': 6307, 'rms': 0.00099756}]",0.002385802448884533,True,True,6307,0.00099756,0.005921,True,0.17849510022832996,0.7194908809793333,3.661190419529828,15.940430559210032,68.82325178958132,0.0,-47.766703488150796,-4.181684734411752,11.539037141219396,10.806113834337555,58.821635521315585,0.0,0099e16922c7965f597c7264ef51ce8a9833ecc2165faebfed2ff5e01bc86b39,403c3be92dd89d9ea20f8b5a831b644835338e45030dc6fbf616b2d4b758fbd0,adcf6c961089f0258ac3fcd85e17b8db740e3175699aca4fafd6be4742fc5804,0d39f2f3bf33d9f4cfff686ed0128d579783f4ff7b6e5b0e2c56b06bff27f82a,03_PREFIT_BASELINE/relaxed-runs/PHI/-105,5.389702277432289,6.034641659149713,-0.6449393817174238
PHI,-90,457c6e61ae526c218c97,results/PHI/candidates/457c6e61ae526c218c97/final.xyz,-1477.9406993692571,-89.97592615775291,-91.17811785881509,"[{'attempt': 1, 'restraint_center_degrees': -90.0, 'actual_degrees': -88.8218821411849, 'target_error_degrees': 1.1781178588150851, 'steps': 6297, 'rms': 0.00099863}, {'attempt': 2, 'restraint_center_degrees': -91.17811785881509, 'actual_degrees': -89.97592615775291, 'target_error_degrees': 0.024073842247105404, 'steps': 6148, 'rms': 0.00099813}]",0.024073842247105404,True,True,6148,0.00099813,0.0058433,True,0.16364691268071888,0.7297483017488019,3.620586656523011,14.288938982420348,67.33736611395545,0.0,-47.86005400858818,-4.636917833406676,11.757964012507873,10.622159674703479,55.13004359811531,0.0,661cb93454dd8b418201a73558ad8aa58bf4f489b78d1599a1f3d4f71f9e54f9,61da56896bdd32665acd587337d85ff615ed7ddf8c0b24b230a99af45becc12b,785257e1c94435f0e6f082b5621501648718548a82b2a8eadd3f5ee5c140569d,1e4a05f37ccf877a5ab0175cf0b72f055be6ee57634bd705f98668c2ecee5908,03_PREFIT_BASELINE/relaxed-runs/PHI/-090,1.8840517384563273,2.3430497359494353,-0.458997997493108
PHI,-75,6c904431996435df4e8a,results/PHI/candidates/6c904431996435df4e8a/final.xyz,-1477.9437017968164,-74.28133811511611,-75.0,"[{'attempt': 1, 'restraint_center_degrees': -75.0, 'actual_degrees': -74.28133811511611, 'target_error_degrees': 0.7186618848838862, 'steps': 5841, 'rms': 0.0009992}]",0.7186618848838862,True,True,5841,0.0009992,0.0051192,True,0.1652518951157447,0.7378680470116754,3.6716883632410307,12.786519693887067,66.54833136199377,0.0,-47.93767518212038,-4.983248829447033,11.975668079921785,10.725710374689626,52.78699386216587,0.0,b033e34819b1caa4725cdc779f30b4cfc4a544103253e28efe1740f0992604aa,4007c32bce593cc7a257568c87e26bac7594fe4dfa98d5aa291f1b0f42fefb04,4d40648c85b49a08404e93399edf126c6fb47baf9da284a1c3c14f395c7c6b30,c53ef2a9d709c451f0e0af03cc478d4fd9d43768830ec37eef9e18a7dfc7eac7,03_PREFIT_BASELINE/relaxed-runs/PHI/-075,0.0,0.0,0.0
PHI,-60,a14624dc51ac1cb2f4db,results/PHI/candidates/a14624dc51ac1cb2f4db/final.xyz,-1477.9418405357717,-60.06078488012163,-59.006833802344374,"[{'attempt': 1, 'restraint_center_degrees': -60.0, 'actual_degrees': -60.99316619765562, 'target_error_degrees': 0.9931661976556256, 'steps': 6340, 'rms': 0.00099885}, {'attempt': 2, 'restraint_center_degrees': -59.006833802344374, 'actual_degrees': -60.06078488012163, 'target_error_degrees': 0.060784880121616425, 'steps': 6359, 'rms': 0.00099642}]",0.060784880121616425,True,True,6359,0.00099642,0.0046016,True,0.18700674429062383,0.7506603710760501,3.890559643677572,12.383205296996628,66.66270422088579,0.0,-48.0618483926103,-5.019600235538963,12.266692870492971,11.269806301315608,53.39151970521931,7.105427357601002e-15,29a7f46d4f57ad6712de10a1491f2407dadf604d063aca3c4f1dacd530a7c53c,1f53449b917c5e22c619125a330e4ba50ddae268e145e7e15f43333ec32f87e8,9ab916ebeb5ab4081a36205871a9df70c38109aa29d1a14c0cc1bdfe654f4c1b,4de752a7b576c69c7d1ecb5379b89df9f11222988757ec69907b6e5102739706,03_PREFIT_BASELINE/relaxed-runs/PHI/-060,1.1679589391511374,0.6045258430534375,0.5634330960976999
PHI,-45,95184b2140b31fed261f,results/PHI/candidates/95184b2140b31fed261f/final.xyz,-1477.9351785861832,-45.13588633144561,-43.083633726769904,"[{'attempt': 1, 'restraint_center_degrees': -45.0, 'actual_degrees': -46.916366273230096, 'target_error_degrees': 1.9163662732300963, 'steps': 6719, 'rms': 0.00099}, {'attempt': 2, 'restraint_center_degrees': -43.083633726769904, 'actual_degrees': -45.13588633144561, 'target_error_degrees': 0.13588633144561868, 'steps': 6671, 'rms': 0.00099327}]",0.13588633144561868,True,True,6671,0.00099327,0.0037594,True,0.2109622955594381,0.7451804761293148,4.459469279926599,13.937883662593896,67.32313499052076,0.0,-48.8286978462111,-4.360878749632275,13.145275712356582,12.391416369836959,58.06760341939142,0.0,569cc019b5d601448ef659c6c23fdf8ef3f01b5083bf0766fb00bc36cf5ac9b9,a084234923ea4ddb115ca98bd420f75c1425a23d7758cb3705d91fdadf5aae46,6509a5ac6814b5b4c25c16a66265ebbd06ebf014c9f2d7f5df9ff0a3907c5ae2,8570ceac4f03d837713706636ece1594a4ab70a0baafc9c6a87b4e2be20d4a8a,03_PREFIT_BASELINE/relaxed-runs/PHI/-045,5.348395421266241,5.280609557225546,0.06778586404069475
PHI,-30,bdc0c207f6bdb0881c94,results/PHI/candidates/bdc0c207f6bdb0881c94/final.xyz,-1477.9235923578171,-30.208396523516143,-27.014509231020384,"[{'attempt': 1, 'restraint_center_degrees': -30.0, 'actual_degrees': -32.98549076897961, 'target_error_degrees': 2.9854907689796164, 'steps': 7026, 'rms': 0.00099422}, {'attempt': 2, 'restraint_center_degrees': -27.014509231020384, 'actual_degrees': -30.208396523516143, 'target_error_degrees': 0.2083965235161429, 'steps': 6930, 'rms': 0.00099307}]",0.2083965235161429,True,True,6930,0.00099307,0.0030657,True,0.2229406461199253,0.7339700773377754,5.533564945800737,18.72434287608469,68.71871700859155,0.0,-49.50436109805497,-3.435924070236417,13.766664122889775,13.937852017371704,67.74085580244707,0.0,3ad4dc69e42c52ecaf31eee9b74f1cb1449a5f05d8529a3b43780f25e7e43651,5f4cec0a2902056c821786f9a0d0f689de82bc4b746626d858a92c6c56cb4769,149f503240bd25567fee6d1076f093d2fde74746a6400bc33152e155566a310b,5754a79c7444cf953208b632c36b84f00c0d365663e6a68ed1fbcd17623b07fa,03_PREFIT_BASELINE/relaxed-runs/PHI/-030,12.61886348886727,14.9538619402812,-2.334998451413931
PHI,-15,b1ee3267f365b429d213,results/PHI/candidates/b1ee3267f365b429d213/final.xyz,-1477.9052638851444,-15.248407817690554,-11.007395962991723,"[{'attempt': 1, 'restraint_center_degrees': -15.0, 'actual_degrees': -18.992604037008284, 'target_error_degrees': 3.9926040370082774, 'steps': 7357, 'rms': 0.00099916}, {'attempt': 2, 'restraint_center_degrees': -11.007395962991723, 'actual_degrees': -15.248407817690554, 'target_error_degrees': 0.24840781769054843, 'steps': 7237, 'rms': 0.00099554}]",0.24840781769054843,True,True,7237,0.00099554,0.0028902,True,0.2254691001303089,0.7116819907006502,7.2328563195550695,27.142993749157522,70.39807872309268,0.0,-50.15512073717677,-2.211243544289366,14.37604959734793,15.681403556513,82.46501766420006,0.0,5e8fa3fc15f914ea23c1267781179b350f9a16de94803ae558fa9a906b14c5c2,30b64cd79ea1f0d8e376f182553edac5422db7ec2c11c3c1aa08d8b9626d586d,fe1bb7c55bcf553f1340dd6f61c304ca8800c2de456b0c5b2746a2fc202d2f49,6ebec0383de4b927663eabc8764764ad05a4546a7e2c367419c7a4e2a62d266f,03_PREFIT_BASELINE/relaxed-runs/PHI/-015,24.120153734931876,29.67802380203419,-5.557870067102314
PHI,0,bef577364be0ac4447a7,results/PHI/candidates/bef577364be0ac4447a7/final.xyz,-1477.8805530057086,-0.24875885312962126,4.871022936341205,"[{'attempt': 1, 'restraint_center_degrees': 0.0, 'actual_degrees': -4.871022936341205, 'target_error_degrees': 4.871022936341205, 'steps': 7794, 'rms': 0.00099797}, {'attempt': 2, 'restraint_center_degrees': 4.871022936341205, 'actual_degrees': -0.24875885312962126, 'target_error_degrees': 0.24875885312962964, 'steps': 7717, 'rms': 0.0009994}]",0.24875885312962964,True,True,7717,0.0009994,0.0028361,True,0.22649725935512788,0.6781878540237922,9.536621031896555,39.008993362364194,72.01337951580771,0.0,-50.720179236445325,-0.8474637031819442,14.986714974623812,17.67209815234382,101.65016409740882,0.0,29b796916e44d36ccd6ca62f5b6cd241969e586b3160859c58461b2546b38033,78d6c4e686df6a08eab5708ba021766fbfbf3ce2faa78d0d84512cb8a64841eb,f1d99fe6595d8e5d85f685ccf3257ba826fa50366aad5afabe3aa03b48c37ebb,d4a3de077c697d5ebf02c5ba30b4777dc06790fe2ee563d0ace56ae809822829,03_PREFIT_BASELINE/relaxed-runs/PHI/+000,39.62646469177788,48.86317023524295,-9.236705543465064
PHI,105,0f99b394d6ec79ee1869,results/PHI/candidates/0f99b394d6ec79ee1869/final.xyz,-1477.8855907149164,104.98064734113106,102.57199232338832,"[{'attempt': 1, 'restraint_center_degrees': 105.0, 'actual_degrees': 107.4280076766117, 'target_error_degrees': 2.428007676611685, 'steps': 15291, 'rms': 0.00099872}, {'attempt': 2, 'restraint_center_degrees': 102.57199232338832, 'actual_degrees': 104.98064734113106, 'target_error_degrees': 0.019352658868939443, 'steps': 18417, 'rms': 0.00099877}]",0.019352658868939443,True,True,18417,0.00099877,0.0090072,True,0.2073922059608151,0.7507787374977707,4.778030840420091,42.14665001670963,72.95596050403557,0.0,-48.10235446967131,-3.557734849384477,13.132715442029575,13.075223718382015,94.42849120252112,2.842170943040401e-14,23784455ca7ed951527bd553a769646f9003cb71f45a389c02f578a46dc0cae7,830275d2c5bc62e2a1e18d52dddcb5cda16e37d57389ab6e40a08bf0d039a4e7,081d494eee65049d6220705d14d945234706aceebe0923a7bb092cf209c8396d,3d6855eef3eb42033a263a0ce3343a5681fe6aa5524c7488f47d4d778bd2194d,03_PREFIT_BASELINE/relaxed-runs/PHI/+105,36.46525443667219,41.641497340355244,-5.176242903683054
PHI,120,e9595dc56ca6cdc07e3c,results/PHI/candidates/e9595dc56ca6cdc07e3c/final.xyz,-1477.902408477335,120.00731953538218,117.5683438420979,"[{'attempt': 1, 'restraint_center_degrees': 120.0, 'actual_degrees': 122.4316561579021, 'target_error_degrees': 2.431656157902097, 'steps': 3937, 'rms': 0.00097058}, {'attempt': 2, 'restraint_center_degrees': 117.5683438420979, 'actual_degrees': 120.00731953538218, 'target_error_degrees': 0.00731953538218022, 'steps': 4110, 'rms': 0.00098922}]",0.00731953538218022,True,True,4110,0.00098922,0.0071941,True,0.17492799874327528,0.6876986996329127,4.742103660042265,34.42072240789713,72.44297783450125,0.0,-48.208469701743915,-3.647140538213695,13.127443823393946,12.691278769091426,85.5689162549684,0.0,a505f038e2260bd12dfff4c1b2acc86dcf71c2b9456e8a205bdfaac82975d763,d736c5f46e38641b896da8f5c6a562005a56e46054094ab1be8b13aac64010c2,3dc8ebea719e1401123ac120e8832598854650a61a65133fec09ec68b6227c29,893fd8b99fe018a2ed54e3a7f8eadb4d31285182407e1c35c82ef0f68c64d59c,03_PREFIT_BASELINE/relaxed-runs/PHI/+120,25.91194918747669,32.78192239280253,-6.869973205325838
PHI,135,83b6c0db10abc2e9e083,results/PHI/candidates/83b6c0db10abc2e9e083/final.xyz,-1477.9148800633304,135.06012030153303,132.79606566625822,"[{'attempt': 1, 'restraint_center_degrees': 135.0, 'actual_degrees': 137.20393433374178, 'target_error_degrees': 2.2039343337417847, 'steps': 3518, 'rms': 0.00098875}, {'attempt': 2, 'restraint_center_degrees': 132.79606566625822, 'actual_degrees': 135.06012030153303, 'target_error_degrees': 0.060120301533032716, 'steps': 3072, 'rms': 0.00098336}]",0.060120301533032716,True,True,3072,0.00098336,0.0039905,True,0.1711171349065579,0.678493670745978,4.6411764377274976,27.015246238919552,71.66674454044028,0.0,-47.91279152465337,-3.5046752425958876,12.65502206799004,12.38159677821379,76.94231929604189,-1.4210854715202004e-14,f408544eb12171d397eb7299c6450c6925498c7e13011755f15f35c4cc76e97e,0b8ceea03ad114c3a2cd6d6c2ac4d6f2fb64750b554ab4fd73aee791b16ab7a7,fafaf81273a20ec947e923080f5007305e1e1021315ae20ea8470f925b52fc20,f15f4dc8b409cf5247bfc594950740036e5cab3c72af64358ecccd2619470b11,03_PREFIT_BASELINE/relaxed-runs/PHI/+135,18.085910819557824,24.155325433876015,-6.069414614318191
PHI,150,d015dd2ae5762e079aa2,results/PHI/candidates/d015dd2ae5762e079aa2/final.xyz,-1477.9220778470838,150.08225183539426,148.45104319881145,"[{'attempt': 1, 'restraint_center_degrees': 150.0, 'actual_degrees': 151.54895680118855, 'target_error_degrees': 1.5489568011885524, 'steps': 2890, 'rms': 0.00099425}, {'attempt': 2, 'restraint_center_degrees': 148.45104319881145, 'actual_degrees': 150.08225183539426, 'target_error_degrees': 0.08225183539425984, 'steps': 2837, 'rms': 0.00098903}]",0.08225183539425984,True,True,2837,0.00098903,0.0047867,True,0.17327864481009358,0.6813273419189657,4.471972930038134,21.248892482672222,70.92840711742663,0.0,-47.52632491402774,-2.9940557807278267,12.05101079589743,11.958781679893054,70.1386843111719,0.0,c9b500b6b0a5bfbdce6d3815178b137a4cba84006ec53710dbc7a572b11b2cb2,f768e42bcd898561c4a90d50237ff48b752ba650ba463a409d22df83c3cf146a,d0fb00063f4f452ca9b34ad16f698e089f90b942229e8296412e195842ff6903,64faaf42b0cbb95e10a74830dac199696967f1aa9e05c8a672650a1ed4a4734c,03_PREFIT_BASELINE/relaxed-runs/PHI/+150,13.569233322541978,17.35169044900603,-3.7824571264640507
PHI,165,a41eb9dd4b8c73f9a42e,results/PHI/candidates/a41eb9dd4b8c73f9a42e/final.xyz,-1477.9242383498352,165.03180019571423,164.20643465524813,"[{'attempt': 1, 'restraint_center_degrees': 165.0, 'actual_degrees': 165.79356534475187, 'target_error_degrees': 0.7935653447518689, 'steps': 5728, 'rms': 0.0009879}, {'attempt': 2, 'restraint_center_degrees': 164.20643465524813, 'actual_degrees': 165.03180019571423, 'target_error_degrees': 0.031800195714225765, 'steps': 5886, 'rms': 0.0009988}]",0.031800195714225765,True,True,5886,0.0009988,0.0052536,True,0.18096227904090673,0.7375529281467503,4.517986362934393,18.257925284574824,70.58675430377596,0.0,-47.18375980986787,-2.2401490441075516,11.465872696596332,11.48811841074142,66.8927482046475,0.0,5c28d620a2998f4c67a7d66ab3dffe92d9d2651cf849509b57c7d111ba3e88f5,152c669ed9ebaf1dbd1e57c3edb36cfbfb7341d491ff34c379512993d4b2c79a,d923222022857430a59d602140b974de1c76236e3e5d235007e574f7909c4aec,fd3c0ffa3d15f549c29e36b778c9fb6a8b3834048a4e5c38c80fb6da331d75b9,03_PREFIT_BASELINE/relaxed-runs/PHI/+165,12.21349737743903,14.105754342481632,-1.892256965042602
PSI,-105,6d0fdeef6419e8f0a525,results/PSI/candidates/6d0fdeef6419e8f0a525/final.xyz,-1477.8921979615557,-104.29484123369367,-110.59207806833825,"[{'attempt': 1, 'restraint_center_degrees': -105.0, 'actual_degrees': -99.40792193166173, 'target_error_degrees': 5.592078068338253, 'steps': 5745, 'rms': 0.00099585}, {'attempt': 2, 'restraint_center_degrees': -110.59207806833825, 'actual_degrees': -104.29484123369367, 'target_error_degrees': 0.7051587663063401, 'steps': 5332, 'rms': 0.00098474}]",0.7051587663063401,True,True,5332,0.00098474,0.0033256,True,0.2399737947996484,0.7242667487227363,8.886595317532917,34.21876165579031,72.81925308721723,0.0,-49.141615983263726,-3.0279943111552745,13.801768652299735,15.390484229732582,92.94725264815378,0.0,cabd4e20d16af1df81edeba9dbaeada6a62f83beaea575ea31a3f3482cddbc8e,883a2e128812dc3d36ba6d55418cefa4f647fcf5301a1db02711643c94320b74,b3a73d840a13f2c92aaafc4e2cf0b99132f52b2a49fc014f55da95acdc8ec3ec,9e27f157240dac021f662c0789917e1364e72a8359fcff2294c8bac414d870a3,03_PREFIT_BASELINE/relaxed-runs/PSI/-105,32.011747071349355,40.11349259916366,-8.101745527814309
