compound_id,smiles,status,failure_category,failure_detail,our_heavy,meeko_heavy,matched_heavy,atoms_match,our_total_charge,meeko_total_charge,total_charge_delta,charge_mad,type_agreement,torsdof_ours,torsdof_meeko,torsdof_delta,rotors_ours,rotors_meeko,rotors_matched,max_coord_delta
3d8fbaeb-d0d0-431b-bc54-39dc15281f83,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1cccc(OC2CC2)c1C#N,OK,,,31,31,31,true,0.0001,0.0010,0.0009,0.0297,1.0000,6,7,1,6,7,6,0.0010
3dd00632-cc65-4c8b-91ea-b7c3a69c95d3,O=C1N=C(Nc2ccccc2)N/C1=C\c1ccc2c(c1)OCO2,OK,,,23,23,23,true,0.0003,-0.0010,0.0013,0.0357,1.0000,3,2,1,3,2,2,0.0010
3dd00632-cc65-4c8b-91ea-b7c3a69c95d3,O=C1N=C(Nc2ccccc2)N/C1=C\c1ccc2c(c1)OCO2,OK,,,23,23,23,true,0.0003,-0.0010,0.0013,0.0357,1.0000,3,2,1,3,2,2,0.0010
3dd00632-cc65-4c8b-91ea-b7c3a69c95d3,O=C1N=C(Nc2ccccc2)N/C1=C\c1ccc2c(c1)OCO2,OK,,,23,23,23,true,0.0003,-0.0010,0.0013,0.0357,1.0000,3,2,1,3,2,2,0.0010
3e299938-aa34-4c29-8b85-995b5cbb7997,C=CC(=O)N1CCC[C@@H](C(=O)NC2(c3ccccn3)CC2)C1,OK,,,22,22,22,true,-0.0003,-0.0010,0.0007,0.0424,1.0000,4,5,1,4,5,4,0.0010
3e3c2d85-005b-4bea-93f3-28ab6d0a079f,COc1cc(NC(=O)C2=COCCO2)cc(OC)c1OC,OK,,,21,21,21,true,0.0001,-0.0030,0.0031,0.0547,1.0000,5,5,0,5,5,4,0.0010
3e4d56c6-bc90-4bf1-aab8-d09540fd7260,Cc1cc(C)c(CNC(=O)c2c(C)n([C@H](C)C3CCOCC3)c3ccccc23)c(=O)[nH]1,OK,,,31,31,31,true,0.0004,0.0010,0.0006,0.0387,1.0000,5,5,0,5,5,4,0.0010
3e978b21-98f9-4657-97b0-d7cda459b655,CO[C@@H]1CCN(C(C)=O)[C@@H]2CN(Cc3ccccc3)C[C@@H]21,OK,,,21,21,21,true,0.0005,-0.0000,0.0005,0.0551,1.0000,3,4,1,3,4,1,0.0010
3e978b21-98f9-4657-97b0-d7cda459b655,CO[C@@H]1CCN(C(C)=O)[C@@H]2CN(Cc3ccccc3)C[C@@H]21,OK,,,21,21,21,true,0.0005,-0.0000,0.0005,0.0551,1.0000,3,4,1,3,4,1,0.0010
3e978b21-98f9-4657-97b0-d7cda459b655,CO[C@@H]1CCN(C(C)=O)[C@@H]2CN(Cc3ccccc3)C[C@@H]21,OK,,,21,21,21,true,0.0005,-0.0000,0.0005,0.0551,1.0000,3,4,1,3,4,1,0.0010
3ea6f0b5-129a-4bf8-82cb-b4286a30711c,C=CC(=O)NCCCc1ccc2c(c1)C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,29,29,29,true,-0.0002,-0.0010,0.0008,0.0347,1.0000,6,6,0,6,6,5,0.0010
3ea6f0b5-129a-4bf8-82cb-b4286a30711c,C=CC(=O)NCCCc1ccc2c(c1)C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,29,29,29,true,-0.0002,-0.0010,0.0008,0.0347,1.0000,6,6,0,6,6,5,0.0010
3ea6f0b5-129a-4bf8-82cb-b4286a30711c,C=CC(=O)NCCCc1ccc2c(c1)C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,29,29,29,true,-0.0002,-0.0010,0.0008,0.0347,1.0000,6,6,0,6,6,5,0.0010
3ea6f0b5-129a-4bf8-82cb-b4286a30711c,C=CC(=O)NCCCc1ccc2c(c1)C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,29,29,29,true,-0.0002,-0.0010,0.0008,0.0347,1.0000,6,6,0,6,6,5,0.0010
3ea6f0b5-129a-4bf8-82cb-b4286a30711c,C=CC(=O)NCCCc1ccc2c(c1)C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,29,29,29,true,-0.0002,-0.0010,0.0008,0.0347,1.0000,6,6,0,6,6,5,0.0010
3ea6f0b5-129a-4bf8-82cb-b4286a30711c,C=CC(=O)NCCCc1ccc2c(c1)C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,29,29,29,true,-0.0002,-0.0010,0.0008,0.0347,1.0000,6,6,0,6,6,5,0.0010
3ea6f0b5-129a-4bf8-82cb-b4286a30711c,C=CC(=O)NCCCc1ccc2c(c1)C1(SCC(=O)N1c1ccccc1)C(=O)N2,OK,,,29,29,29,true,-0.0002,-0.0010,0.0008,0.0347,1.0000,6,6,0,6,6,5,0.0010
3ec609ca-5d82-4cd2-86c3-e0c8dc61ed8d,COc1ccc([C@H]2[C@@H]3CN(c4ccncc4F)C[C@@H]3CN2C(C)=O)cc1,OK,,,26,26,26,true,0.0003,0.0000,0.0003,0.0473,1.0000,3,4,1,3,4,3,0.0010
3ecd49fe-1c50-4ce6-8a30-761eb122df54,Cc1[nH]c(=O)c(CN2CCc3c(Cl)cc(N4CC5(CCOCC5)C4)c(Cl)c3C2=O)c2occc12,OK,,,34,34,34,true,0.0003,0.0010,0.0007,0.0341,1.0000,3,3,0,3,3,1,0.0010
3ee62eac-5384-43ab-a96d-3866ecafab11,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,OK,,,25,25,25,true,0.0000,-0.0010,0.0010,0.0366,1.0000,1,2,1,1,2,1,0.0010
3ee62eac-5384-43ab-a96d-3866ecafab11,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,OK,,,25,25,25,true,0.0000,-0.0010,0.0010,0.0366,1.0000,1,2,1,1,2,1,0.0010
3ee62eac-5384-43ab-a96d-3866ecafab11,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,OK,,,25,25,25,true,0.0000,-0.0010,0.0010,0.0366,1.0000,1,2,1,1,2,1,0.0010
3f9afef0-4b50-477e-a986-50a67a2f631c,CCc1nc(C)c(C(=O)N[C@@H]2C=CS(=O)(=O)C2)s1,OK,,,18,18,18,true,-0.0002,-0.0010,0.0008,0.0337,1.0000,3,3,0,3,3,3,0.0010
3fa08237-3928-472f-bf7c-fced4010dea4,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3cccnc3)CC2)cc1,OK,,,30,30,30,true,0.0001,0.0020,0.0019,0.0480,1.0000,6,6,0,6,6,0,0.0010
3fa08237-3928-472f-bf7c-fced4010dea4,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3cccnc3)CC2)cc1,OK,,,30,30,30,true,0.0001,0.0020,0.0019,0.0480,1.0000,6,6,0,6,6,0,0.0010
3fa08237-3928-472f-bf7c-fced4010dea4,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3cccnc3)CC2)cc1,OK,,,30,30,30,true,0.0001,0.0020,0.0019,0.0480,1.0000,6,6,0,6,6,0,0.0010
400c3359-61d8-42bc-9505-769008af3361,C[C@H](NC(=O)c1cccs1)C(=O)N[C@@H]1COC2(CC2)C1,OK,,,20,20,20,true,-0.0003,-0.0050,0.0047,0.0393,1.0000,4,4,0,4,4,4,0.0010
4034e63a-c90c-442a-b22f-6923396f26d9,C[C@H]1C[C@@H](NC(=O)c2cc(C3CC3)on2)CCN1S(=O)(=O)CC1CCN(CCc2ccccc2)CC1,OK,,,36,36,36,true,0.0008,0.0030,0.0022,0.0433,1.0000,9,9,0,9,9,7,0.0010
4063ae03-45ff-446c-8846-97fb9d8ea306,CC(C)(C)OC(=O)N1CC[C@@](O)(C(F)(F)F)CC1=O,FAILED,missing-hydrogens,Unsupported ligand 204 [UNUSABLE_HYDROGEN_REFERENCE_GEOMETRY]: CCD-free hydrogen addition is not supported; supply an SDF with explicit hydrogens.,,,,,,,,,,,,,,,,
40a2fbe0-af2d-434b-948b-4f8f1b1e3348,C=CC(=O)Nc1cc(F)ccc1-c1cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c2cnn(C(C)C)c2c1,OK,,,37,37,37,true,0.0003,0.0030,0.0027,0.0313,1.0000,7,7,0,7,7,5,0.0010
40c6b865-8e30-4456-9028-004d27c5ff77,CN(C)CC[C@@H]1CN(C(=O)C2=CCCC2)Cc2ccnn21,OK,,,21,21,21,true,0.0007,-0.0030,0.0037,0.0499,1.0000,4,5,1,4,5,3,0.0010
412014e7-4cc8-4c17-b09f-a422c1644a29,CC(C)(C)OC(=O)n1cc(Br)c(O)nc1=O,FAILED,missing-hydrogens,Unsupported ligand 345 [UNUSABLE_HYDROGEN_REFERENCE_GEOMETRY]: CCD-free hydrogen addition is not supported; supply an SDF with explicit hydrogens.,,,,,,,,,,,,,,,,
4140128b-86f3-4e98-ba1b-4c76740e518b,Cc1nnn(C)c1-c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(=O)[nH]c(C)c3[nH]ccc13)CC2,OK,,,32,32,32,true,-0.0002,-0.0000,0.0002,0.0258,1.0000,3,3,0,3,3,3,0.0010
421ab38c-14f5-456b-9760-6d1f7c2a70a1,C[C@@H](c1nnnn1C1CC1)N1CCC(c2ccccc2)CC1,OK,,,22,22,22,true,0.0000,-0.0010,0.0010,0.0425,1.0000,4,4,0,4,4,4,0.0010
4253da14-81f7-4992-a11a-c73d8336bb21,CC(C)(C)n1ncc(I)c1C(=O)O,FAILED,missing-hydrogens,Unsupported ligand 185 [UNUSABLE_HYDROGEN_REFERENCE_GEOMETRY]: CCD-free hydrogen addition is not supported; supply an SDF with explicit hydrogens.,,,,,,,,,,,,,,,,
42b4159e-fd98-49ab-9e0b-24328f4177cf,CNCCN(C)Cc1ccccc1Oc1cccc(Cl)c1Cl,OK,,,22,22,22,true,0.0004,-0.0000,0.0004,0.0435,1.0000,7,7,0,7,7,3,0.0010
42db7e5c-7b8c-4659-a214-90282a2f6718,COc1cc(OC)c(-c2cn3cc(NCCN)c(C)cc3n2)cc1Cl,OK,,,25,25,25,true,0.0002,-0.0000,0.0002,0.0421,1.0000,6,7,1,6,7,5,0.0010
433677a9-ad25-4b81-92d7-1f8d8985d9c3,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CCC(O)CC3)cc2c1,OK,,,32,32,32,true,0.0004,-0.0020,0.0024,0.0369,1.0000,5,6,1,5,6,1,0.0010
433677a9-ad25-4b81-92d7-1f8d8985d9c3,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CCC(O)CC3)cc2c1,OK,,,32,32,32,true,0.0004,-0.0020,0.0024,0.0369,1.0000,5,6,1,5,6,1,0.0010
433677a9-ad25-4b81-92d7-1f8d8985d9c3,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CCC(O)CC3)cc2c1,OK,,,32,32,32,true,0.0004,-0.0020,0.0024,0.0369,1.0000,5,6,1,5,6,1,0.0010
433677a9-ad25-4b81-92d7-1f8d8985d9c3,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CCC(O)CC3)cc2c1,OK,,,32,32,32,true,0.0004,-0.0020,0.0024,0.0369,1.0000,5,6,1,5,6,5,0.0010
433677a9-ad25-4b81-92d7-1f8d8985d9c3,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CCC(O)CC3)cc2c1,OK,,,32,32,32,true,0.0004,-0.0020,0.0024,0.0369,1.0000,5,6,1,5,6,1,0.0010
433677a9-ad25-4b81-92d7-1f8d8985d9c3,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CCC(O)CC3)cc2c1,OK,,,32,32,32,true,0.0004,-0.0020,0.0024,0.0369,1.0000,5,6,1,5,6,1,0.0010
433677a9-ad25-4b81-92d7-1f8d8985d9c3,Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)N3CCC(O)CC3)cc2c1,OK,,,32,32,32,true,0.0004,-0.0020,0.0024,0.0369,1.0000,5,6,1,5,6,1,0.0010
43884de3-388b-4d04-90ec-c91a8d9ad272,CC(C)(C)OC(=O)N1CCC(CS(C)(=O)=O)CC1,FAILED,missing-hydrogens,Unsupported ligand 961 [UNUSABLE_HYDROGEN_REFERENCE_GEOMETRY]: CCD-free hydrogen addition is not supported; supply an SDF with explicit hydrogens.,,,,,,,,,,,,,,,,
438aeef1-c9bd-46f4-ad08-3fb32b018f86,CC(=O)N1C[C@@H]2CN(CC(=O)O)C[C@@H]2[C@H]1c1ccccc1,OK,,,21,21,21,true,0.0002,-0.0010,0.0012,0.0440,1.0000,3,5,2,3,5,3,0.0010
438aeef1-c9bd-46f4-ad08-3fb32b018f86,CC(=O)N1C[C@@H]2CN(CC(=O)O)C[C@@H]2[C@H]1c1ccccc1,OK,,,21,21,21,true,0.0002,-0.0010,0.0012,0.0440,1.0000,3,5,2,3,5,3,0.0010
438aeef1-c9bd-46f4-ad08-3fb32b018f86,CC(=O)N1C[C@@H]2CN(CC(=O)O)C[C@@H]2[C@H]1c1ccccc1,OK,,,21,21,21,true,0.0002,-0.0010,0.0012,0.0440,1.0000,3,5,2,3,5,3,0.0010
438aeef1-c9bd-46f4-ad08-3fb32b018f86,CC(=O)N1C[C@@H]2CN(CC(=O)O)C[C@@H]2[C@H]1c1ccccc1,OK,,,21,21,21,true,0.0002,-0.0010,0.0012,0.0440,1.0000,3,5,2,3,5,3,0.0010
43c6e83a-10f0-4f9c-907d-0f3410f73031,CCOC(c1ccc2c(c1)OCO2)n1c(=O)c2oc3ccccc3c2n(CC(=O)Nc2ccccc2C(F)(F)F)c1=O,OK,,,42,42,42,true,-0.0000,0.0020,0.0020,0.0324,1.0000,8,8,0,8,8,7,0.0010
43c6e83a-10f0-4f9c-907d-0f3410f73031,CCOC(c1ccc2c(c1)OCO2)n1c(=O)c2oc3ccccc3c2n(CC(=O)Nc2ccccc2C(F)(F)F)c1=O,OK,,,42,42,42,true,-0.0000,0.0020,0.0020,0.0324,1.0000,8,8,0,8,8,8,0.0010
44027046-746d-4b49-ab70-b2cd735523a9,CC(C)c1cc(=O)c(O)cn1-c1cccc(-c2ccccc2)c1,OK,,,23,23,23,true,0.0002,0.0010,0.0008,0.0394,1.0000,3,4,1,3,4,2,0.0010
44289c9a-435c-438f-9a70-75adf7813b55,CCCNS(=O)(=O)c1sc(Br)nc1C,FAILED,missing-hydrogens,Unsupported ligand 225 [UNUSABLE_HYDROGEN_REFERENCE_GEOMETRY]: CCD-free hydrogen addition is not supported; supply an SDF with explicit hydrogens.,,,,,,,,,,,,,,,,
44a26aef-8c2f-4095-b683-0d530363af5e,C=CC(=O)NCCCc1ccccc1N1C(=O)CSC12C(=O)Nc1ccccc12,OK,,,29,29,29,true,-0.0004,-0.0010,0.0006,0.0346,1.0000,6,6,0,6,6,6,0.0010
44a26aef-8c2f-4095-b683-0d530363af5e,C=CC(=O)NCCCc1ccccc1N1C(=O)CSC12C(=O)Nc1ccccc12,OK,,,29,29,29,true,-0.0004,-0.0010,0.0006,0.0346,1.0000,6,6,0,6,6,6,0.0010
44a26aef-8c2f-4095-b683-0d530363af5e,C=CC(=O)NCCCc1ccccc1N1C(=O)CSC12C(=O)Nc1ccccc12,OK,,,29,29,29,true,-0.0004,-0.0010,0.0006,0.0346,1.0000,6,6,0,6,6,6,0.0010
44a26aef-8c2f-4095-b683-0d530363af5e,C=CC(=O)NCCCc1ccccc1N1C(=O)CSC12C(=O)Nc1ccccc12,OK,,,29,29,29,true,-0.0004,-0.0010,0.0006,0.0346,1.0000,6,6,0,6,6,6,0.0010
44af2ed9-cee1-4afb-8300-bc73b5f04580,CNc1ccnc(Nc2ccc3cc(C)n(-c4cc(-c5c(C)ccn(C)c5=O)cnc4Cl)c3c2)n1,OK,,,35,35,35,true,0.0007,0.0020,0.0013,0.0334,1.0000,5,5,0,5,5,4,0.0010
44baf626-6460-48fb-9965-b2989f231ee4,CCN1CCN(C(=O)C2=CCCC2)C[C@H]1c1nccn1C,OK,,,21,21,21,true,-0.0000,-0.0000,0.0000,0.0505,1.0000,3,4,1,3,4,3,0.0010
44d190ad-f413-4f65-8338-52c1c506cc04,Clc1ccc(-c2cn(Cc3cn4cc(CNCC5CCC5)ccc4n3)nn2)c2cn[nH]c12,OK,,,32,32,32,true,0.0001,0.0020,0.0019,0.0342,1.0000,7,7,0,7,7,3,0.0010
45af0a71-42b9-4056-817b-b509c04114fb,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C#N)nc2cc1OCCCN1CCCC1,OK,,,33,33,33,true,-0.0001,-0.0010,0.0009,0.0441,1.0000,10,10,0,10,10,8,0.0010
45c6bbc3-03b0-463e-bb2d-84315e894ef2,CCn1ccnc1CN1CCC[C@@H]1[C@H]1COCC[C@@]1(C)O,OK,,,21,21,21,true,0.0003,0.0000,0.0003,0.0524,1.0000,4,5,1,4,5,3,0.0010
45e9bf15-56a4-4968-ac54-2191ba3fee8f,CCn1c(=O)c(C)cn(Cc2nnc(-c3ccc(F)c(O)c3F)s2)c1=O,OK,,,26,26,26,true,0.0002,-0.0020,0.0022,0.0265,1.0000,4,5,1,4,5,2,0.0010
45e9bf15-56a4-4968-ac54-2191ba3fee8f,CCn1c(=O)c(C)cn(Cc2nnc(-c3ccc(F)c(O)c3F)s2)c1=O,OK,,,26,26,26,true,0.0002,-0.0020,0.0022,0.0265,1.0000,4,5,1,4,5,2,0.0010
45e9bf15-56a4-4968-ac54-2191ba3fee8f,CCn1c(=O)c(C)cn(Cc2nnc(-c3ccc(F)c(O)c3F)s2)c1=O,OK,,,26,26,26,true,0.0002,-0.0020,0.0022,0.0265,1.0000,4,5,1,4,5,2,0.0010
45eb4ca7-5a45-49fc-89d7-bf6cb6712654,C=CC(=O)NCCCc1cc(-c2nn3c(N4CCOCC4)nccc3c2-c2ccc3c(c2)CC(=O)N3)ccc1F,OK,,,40,40,40,true,-0.0005,-0.0030,0.0025,0.0367,1.0000,8,8,0,8,8,6,0.0010
45eb4ca7-5a45-49fc-89d7-bf6cb6712654,C=CC(=O)NCCCc1cc(-c2nn3c(N4CCOCC4)nccc3c2-c2ccc3c(c2)CC(=O)N3)ccc1F,OK,,,40,40,40,true,-0.0005,-0.0030,0.0025,0.0367,1.0000,8,8,0,8,8,6,0.0010
45eb4ca7-5a45-49fc-89d7-bf6cb6712654,C=CC(=O)NCCCc1cc(-c2nn3c(N4CCOCC4)nccc3c2-c2ccc3c(c2)CC(=O)N3)ccc1F,OK,,,40,40,40,true,-0.0005,-0.0030,0.0025,0.0367,1.0000,8,8,0,8,8,6,0.0010
45eb4ca7-5a45-49fc-89d7-bf6cb6712654,C=CC(=O)NCCCc1cc(-c2nn3c(N4CCOCC4)nccc3c2-c2ccc3c(c2)CC(=O)N3)ccc1F,OK,,,40,40,40,true,-0.0005,-0.0030,0.0025,0.0367,1.0000,8,8,0,8,8,6,0.0010
462d26db-e580-475c-8993-a956ae5f460b,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)cc1,OK,,,24,24,24,true,0.0003,0.0030,0.0027,0.0370,1.0000,4,5,1,4,5,1,0.0010
463adfd3-8a49-4054-a73f-aa391042c557,CC1(CNCc2ccc3nc(CNC(=O)c4cc(=O)c5ccccc5o4)cn3c2)CCCCC1,OK,,,34,34,34,true,-0.0004,0.0020,0.0024,0.0372,1.0000,7,7,0,7,7,3,0.0010
463b6035-5ed7-4139-9150-4430eecd61fc,CC1=C(C(=O)N[C@H]2CCO[C@@H]2c2nccn2C)CCCO1,OK,,,21,21,21,true,-0.0000,-0.0020,0.0020,0.0465,1.0000,3,3,0,3,3,1,0.0010
4652ed6a-0a8e-4257-ac1c-704418bab516,C[C@@]1(O)CCOC2(CCN(c3ccc(F)cc3)CC2)[C@H]1O,OK,,,21,21,21,true,0.0002,0.0020,0.0018,0.0435,1.0000,1,3,2,1,3,1,0.0010
4652ed6a-0a8e-4257-ac1c-704418bab516,C[C@@]1(O)CCOC2(CCN(c3ccc(F)cc3)CC2)[C@H]1O,OK,,,21,21,21,true,0.0002,0.0020,0.0018,0.0435,1.0000,1,3,2,1,3,1,0.0010
46bdfe6c-caf8-4dfe-8c13-88b77947d8b5,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,OK,,,29,31,29,false,-0.0001,-0.0010,0.0009,0.0408,0.9310,7,8,1,7,12,6,0.0010
46bdfe6c-caf8-4dfe-8c13-88b77947d8b5,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,OK,,,29,31,29,false,-0.0001,-0.0010,0.0009,0.0408,0.9310,7,8,1,7,12,6,0.0010
46bdfe6c-caf8-4dfe-8c13-88b77947d8b5,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,OK,,,29,31,29,false,-0.0001,-0.0010,0.0009,0.0408,0.9310,7,8,1,7,12,6,0.0010
46c6c8ff-b03d-4e09-9b84-6c6bcbb2c42d,Cc1nnc(NC(=O)[C@H]2Cc3ccncc3N2C(=O)OCC2c3ccccc3-c3ccccc32)o1,OK,,,35,35,35,true,0.0003,0.0010,0.0007,0.0332,1.0000,5,6,1,5,6,3,0.0010
47239c3d-19bb-4de8-a6ca-9fc5bae9d8c8,CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1,OK,,,22,22,22,true,-0.0001,-0.0010,0.0009,0.0235,1.0000,3,3,0,3,3,3,0.0010
47239c3d-19bb-4de8-a6ca-9fc5bae9d8c8,CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1,OK,,,22,22,22,true,-0.0001,-0.0010,0.0009,0.0235,1.0000,3,3,0,3,3,3,0.0010
47239c3d-19bb-4de8-a6ca-9fc5bae9d8c8,CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1,OK,,,22,22,22,true,-0.0001,-0.0010,0.0009,0.0235,1.0000,3,3,0,3,3,3,0.0010
477931a0-a06a-4bdc-8929-44c129a25d5f,CC(C)(C)OC(=O)N1CCOC[C@](O)(C(F)(F)F)C1,FAILED,missing-hydrogens,Unsupported ligand 261 [UNUSABLE_HYDROGEN_REFERENCE_GEOMETRY]: CCD-free hydrogen addition is not supported; supply an SDF with explicit hydrogens.,,,,,,,,,,,,,,,,
478bd2ce-4fdb-402b-a46d-fb9d090d61bb,Cc1ccc2cc(C(c3nnnn3C3CCCC3)N3CCCC4(CCCCC4)C3)c(=O)[nH]c2c1,OK,,,34,34,34,true,-0.0002,-0.0040,0.0038,0.0362,1.0000,4,4,0,4,4,4,0.0010
478bd2ce-4fdb-402b-a46d-fb9d090d61bb,Cc1ccc2cc(C(c3nnnn3C3CCCC3)N3CCCC4(CCCCC4)C3)c(=O)[nH]c2c1,OK,,,34,34,34,true,-0.0002,-0.0040,0.0038,0.0362,1.0000,4,4,0,4,4,4,0.0010
47a73aa3-bc3b-400f-bf1c-a6078208aa06,CC(=O)N1CC(=O)N(c2ccccc2)CC12CCN(C(=O)c1ccoc1C)C2,OK,,,28,28,28,true,0.0002,0.0010,0.0008,0.0421,1.0000,2,4,2,2,4,2,0.0010
481fded7-27fc-4010-9e0f-849284dee18a,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,OK,,,25,25,25,true,-0.0001,0.0010,0.0011,0.0420,1.0000,7,7,0,7,7,2,0.0010
481fded7-27fc-4010-9e0f-849284dee18a,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,OK,,,25,25,25,true,-0.0001,0.0010,0.0011,0.0420,1.0000,7,7,0,7,7,2,0.0010
481fded7-27fc-4010-9e0f-849284dee18a,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,OK,,,25,25,25,true,-0.0001,0.0010,0.0011,0.0420,1.0000,7,7,0,7,7,2,0.0010
4834cdd1-93aa-4e09-ae30-d630c5348524,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc(-c3c(C)noc3C)c(Cl)c2C1=O,OK,,,31,31,31,true,0.0004,0.0010,0.0006,0.0291,1.0000,4,4,0,4,4,3,0.0010
4859bdf2-6a57-4eb4-b9b8-467cc1605c83,CCNC(=O)N1CC[C@@H](Cc2ccc(C(=O)O)cc2)C1,OK,,,20,20,20,true,0.0001,-0.0010,0.0011,0.0391,1.0000,4,6,2,4,6,3,0.0010
4867f5ad-e896-498d-a28d-cf6195390aab,CCC(C)NC(=O)C1c2cc(OC)c(OC)cc2C(=O)N(C)C1c1ccc(OC)cc1,OK,,,31,31,31,true,0.0003,0.0010,0.0007,0.0486,1.0000,7,7,0,7,7,4,0.0010
4867f5ad-e896-498d-a28d-cf6195390aab,CCC(C)NC(=O)C1c2cc(OC)c(OC)cc2C(=O)N(C)C1c1ccc(OC)cc1,OK,,,31,31,31,true,0.0003,0.0010,0.0007,0.0486,1.0000,7,7,0,7,7,4,0.0010
487cdd10-9192-47b2-9e8a-84091e5df051,CCN(c1cc(-c2nccs2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1,OK,,,37,37,37,true,0.0003,-0.0020,0.0023,0.0419,1.0000,8,8,0,8,8,7,0.0010
489fa90e-bc2d-41fd-9f20-f272e9e1a3cc,COc1ccc(C2c3cc(OC)c(OC)cc3CCN2S(C)(=O)=O)cc1OC,OK,,,28,28,28,true,0.0003,0.0010,0.0007,0.0562,1.0000,6,6,0,6,6,5,0.0010
48a7d132-e75f-46d8-bd5e-e25f50c57527,C=CC(=O)NCCC(=O)N1CCC[C@H]1c1cc(C)on1,OK,,,20,20,20,true,-0.0002,-0.0000,0.0002,0.0400,1.0000,5,6,1,5,6,2,0.0010
48a7d132-e75f-46d8-bd5e-e25f50c57527,C=CC(=O)NCCC(=O)N1CCC[C@H]1c1cc(C)on1,OK,,,20,20,20,true,-0.0002,-0.0000,0.0002,0.0400,1.0000,5,6,1,5,6,2,0.0010
48a7d132-e75f-46d8-bd5e-e25f50c57527,C=CC(=O)NCCC(=O)N1CCC[C@H]1c1cc(C)on1,OK,,,20,20,20,true,-0.0002,-0.0000,0.0002,0.0400,1.0000,5,6,1,5,6,2,0.0010
48a7d132-e75f-46d8-bd5e-e25f50c57527,C=CC(=O)NCCC(=O)N1CCC[C@H]1c1cc(C)on1,OK,,,20,20,20,true,-0.0002,-0.0000,0.0002,0.0400,1.0000,5,6,1,5,6,2,0.0010
48bac4ed-616c-48cf-8aac-96ad63935d02,C=C(C#N)C(=O)NCCCc1cccc2c1NC(=O)C21OCC2(COC3(OC2)C(=O)Nc2ccccc23)CO1,OK,,,39,39,39,true,0.0004,-0.0020,0.0024,0.0321,1.0000,6,6,0,6,6,4,0.0010
48bac4ed-616c-48cf-8aac-96ad63935d02,C=C(C#N)C(=O)NCCCc1cccc2c1NC(=O)C21OCC2(COC3(OC2)C(=O)Nc2ccccc23)CO1,OK,,,39,39,39,true,0.0004,-0.0020,0.0024,0.0321,1.0000,6,6,0,6,6,4,0.0010
48bac4ed-616c-48cf-8aac-96ad63935d02,C=C(C#N)C(=O)NCCCc1cccc2c1NC(=O)C21OCC2(COC3(OC2)C(=O)Nc2ccccc23)CO1,OK,,,39,39,39,true,0.0004,-0.0020,0.0024,0.0321,1.0000,6,6,0,6,6,4,0.0010
