"pose_id","arm","seed","model","source","source_sha256","outcome","reason","mapped_atoms","sdf_atoms","interaction_count","perception_degraded","feature_receipt","recognition_observation"
"AR_13503_DEESTERIFIED_A:172904:model-1","AR_13503_DEESTERIFIED_A","172904","1","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","7","false","25c2494a2efc4fad619766685efeea11f8c19cf5d4b3a5ddb0e570ccc08c7fe2","AR_13503_DEESTERIFIED_A:172904:model-1"
"AR_13503_DEESTERIFIED_A:172904:model-10","AR_13503_DEESTERIFIED_A","172904","10","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","f26da568bfacdfca846ae50b5ce13a73295f836b5d510761236fe87d9456b634","AR_13503_DEESTERIFIED_A:172904:model-10"
"AR_13503_DEESTERIFIED_A:172904:model-11","AR_13503_DEESTERIFIED_A","172904","11","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","883aa5189c82d02787dd7fcbbb6731f3fdca2219476b4832b4fc669e804ec5af","AR_13503_DEESTERIFIED_A:172904:model-11"
"AR_13503_DEESTERIFIED_A:172904:model-12","AR_13503_DEESTERIFIED_A","172904","12","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","14976d567bb2b4e2c12818df061f04f83b492b10615d34e1b8a57b87530b6b57","AR_13503_DEESTERIFIED_A:172904:model-12"
"AR_13503_DEESTERIFIED_A:172904:model-13","AR_13503_DEESTERIFIED_A","172904","13","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","d89194b64adf9e59efb0837f41cae1daf269ffe8488f1eb3da6b6b37e261375c","AR_13503_DEESTERIFIED_A:172904:model-13"
"AR_13503_DEESTERIFIED_A:172904:model-14","AR_13503_DEESTERIFIED_A","172904","14","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","cf7b99063a6153d3377c4b9c0dcf107cb7de3f1acb5ad99ec3ad76a68d922fff","AR_13503_DEESTERIFIED_A:172904:model-14"
"AR_13503_DEESTERIFIED_A:172904:model-15","AR_13503_DEESTERIFIED_A","172904","15","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","7","false","80b59580d584a110db7bd5d02fe94005ce5a506040748ee308fceb44f22f832a","AR_13503_DEESTERIFIED_A:172904:model-15"
"AR_13503_DEESTERIFIED_A:172904:model-16","AR_13503_DEESTERIFIED_A","172904","16","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","be9da2c98c3993fc634aaa395107820af4c1641cc87747f5c6c00a9c66fd5aee","AR_13503_DEESTERIFIED_A:172904:model-16"
"AR_13503_DEESTERIFIED_A:172904:model-17","AR_13503_DEESTERIFIED_A","172904","17","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","1e71e86f562642d1ee8f3a42a7b366ec7f351e3a1f9cc9cdef2e1d77e98a6352","AR_13503_DEESTERIFIED_A:172904:model-17"
"AR_13503_DEESTERIFIED_A:172904:model-18","AR_13503_DEESTERIFIED_A","172904","18","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","f06a09e4eee74a3591e64ca80b62034c778b2f2c6f1bb0a311238f29bfd87fcd","AR_13503_DEESTERIFIED_A:172904:model-18"
"AR_13503_DEESTERIFIED_A:172904:model-19","AR_13503_DEESTERIFIED_A","172904","19","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","9b7afb8e71c9953b3337d81a36e9f4243559a97e5fe3bd4c50063b91ba76158d","AR_13503_DEESTERIFIED_A:172904:model-19"
"AR_13503_DEESTERIFIED_A:172904:model-2","AR_13503_DEESTERIFIED_A","172904","2","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","b229eb8b5aacfc1e1027ad0e3b4171cd5829628bca60fbd492ab490fed1cbff0","AR_13503_DEESTERIFIED_A:172904:model-2"
"AR_13503_DEESTERIFIED_A:172904:model-20","AR_13503_DEESTERIFIED_A","172904","20","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","3b45a7b8d76cfcc4516a8c1167a832070613db44ff93526c626bd7419b91efcf","AR_13503_DEESTERIFIED_A:172904:model-20"
"AR_13503_DEESTERIFIED_A:172904:model-3","AR_13503_DEESTERIFIED_A","172904","3","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","a93eb724cad49f397eced454f1319a39be6151ae2425c3c80c0122931597e00a","AR_13503_DEESTERIFIED_A:172904:model-3"
"AR_13503_DEESTERIFIED_A:172904:model-4","AR_13503_DEESTERIFIED_A","172904","4","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","9806ec5e134ff708f8c51eb32f76705438df879cfb2c066e202a9db8e38500ae","AR_13503_DEESTERIFIED_A:172904:model-4"
"AR_13503_DEESTERIFIED_A:172904:model-5","AR_13503_DEESTERIFIED_A","172904","5","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","9ae4353be110c2b9b94c28ece3e6fffebae7d7e1703a71a1950572935913e9e8","AR_13503_DEESTERIFIED_A:172904:model-5"
"AR_13503_DEESTERIFIED_A:172904:model-6","AR_13503_DEESTERIFIED_A","172904","6","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","1","false","90ee1028454e0979451b8aa6271c6b7207368a3863c1e812397eb6a4a7c7ff0d","AR_13503_DEESTERIFIED_A:172904:model-6"
"AR_13503_DEESTERIFIED_A:172904:model-7","AR_13503_DEESTERIFIED_A","172904","7","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","e594e1604fb9c1fd3b9e7a01bd08b2d0fb5ffae163e9fc9453f9b63867b68573","AR_13503_DEESTERIFIED_A:172904:model-7"
"AR_13503_DEESTERIFIED_A:172904:model-8","AR_13503_DEESTERIFIED_A","172904","8","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","493968bf268c6a3ba85aa284ac631534e0b534bddc7083ec2a878124a5863208","AR_13503_DEESTERIFIED_A:172904:model-8"
"AR_13503_DEESTERIFIED_A:172904:model-9","AR_13503_DEESTERIFIED_A","172904","9","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed172904.pdbqt","2c2287456384eb78a18e1bf4875dbd3451f30f070637d714dbb35643a9c14d36","ADMITTED_ADEQUATE","ADMITTED","43","43","2","false","814aaf0e3c9ff172f5910ffd2716485e138caf390850022d6feb78ac9b782aa3","AR_13503_DEESTERIFIED_A:172904:model-9"
"AR_13503_DEESTERIFIED_A:483271:model-1","AR_13503_DEESTERIFIED_A","483271","1","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","0e463fd2a2e8c79e08609b8fc6721c92fca360ae951adbace5eec0d46b9da19f","AR_13503_DEESTERIFIED_A:483271:model-1"
"AR_13503_DEESTERIFIED_A:483271:model-10","AR_13503_DEESTERIFIED_A","483271","10","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","a740e8e69295131f167dfc30741791ec259bea18730d6d9b4d255001f34e1e0f","AR_13503_DEESTERIFIED_A:483271:model-10"
"AR_13503_DEESTERIFIED_A:483271:model-11","AR_13503_DEESTERIFIED_A","483271","11","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","eaf8f68128051e844587e20ab9e6c64320c00f2eb909686dee4ab7743363138e","AR_13503_DEESTERIFIED_A:483271:model-11"
"AR_13503_DEESTERIFIED_A:483271:model-12","AR_13503_DEESTERIFIED_A","483271","12","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","2","false","b6dd328e3c31204314970c8e33f45854616b2fae1f2ebb315f2729c5f4acd677","AR_13503_DEESTERIFIED_A:483271:model-12"
"AR_13503_DEESTERIFIED_A:483271:model-13","AR_13503_DEESTERIFIED_A","483271","13","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","74d734ebc3d180dbe6a273e5febfadae8cee067eb63d76b39da89bff4edd46a4","AR_13503_DEESTERIFIED_A:483271:model-13"
"AR_13503_DEESTERIFIED_A:483271:model-14","AR_13503_DEESTERIFIED_A","483271","14","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","575ad19711f2b8232643ff4204df2d45b3a547df33608adcbbbc02601026db87","AR_13503_DEESTERIFIED_A:483271:model-14"
"AR_13503_DEESTERIFIED_A:483271:model-15","AR_13503_DEESTERIFIED_A","483271","15","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","1","false","a6ae2874ca3995137df8d3ff33093b22398e78e60bae5ac7e9200cbd71fb6842","AR_13503_DEESTERIFIED_A:483271:model-15"
"AR_13503_DEESTERIFIED_A:483271:model-16","AR_13503_DEESTERIFIED_A","483271","16","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","535caf5d374b1a6dda5ad64a4bde79e2ccb2d8e26f498edef4652f244c754f57","AR_13503_DEESTERIFIED_A:483271:model-16"
"AR_13503_DEESTERIFIED_A:483271:model-17","AR_13503_DEESTERIFIED_A","483271","17","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","57244ea0bcec2bdb6d78535cc1de59080a19c3ee512e39c465adf4aff3865b73","AR_13503_DEESTERIFIED_A:483271:model-17"
"AR_13503_DEESTERIFIED_A:483271:model-18","AR_13503_DEESTERIFIED_A","483271","18","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","6","false","fd7adaca0661bf27886c35e3eefa9adddf7367451788de65b49c59ff23b5c965","AR_13503_DEESTERIFIED_A:483271:model-18"
"AR_13503_DEESTERIFIED_A:483271:model-19","AR_13503_DEESTERIFIED_A","483271","19","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","6","false","998f738ddfb14a83a761afea275e7d494e2f63d55086bf23b5cce36ac7d3272e","AR_13503_DEESTERIFIED_A:483271:model-19"
"AR_13503_DEESTERIFIED_A:483271:model-2","AR_13503_DEESTERIFIED_A","483271","2","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","7","false","9e797e765e60b6131744e583db9c616a49ccd1fdb7ced89c63ff6c3582b53874","AR_13503_DEESTERIFIED_A:483271:model-2"
"AR_13503_DEESTERIFIED_A:483271:model-20","AR_13503_DEESTERIFIED_A","483271","20","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","53fb26b16185c5420dc179d1ff1ae9d7989967fe661ee39d0aff482ec3f4df1c","AR_13503_DEESTERIFIED_A:483271:model-20"
"AR_13503_DEESTERIFIED_A:483271:model-3","AR_13503_DEESTERIFIED_A","483271","3","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","621d913359fd2b0a1758a47629239eae30fb8150f9f009bb026d4af019c9e765","AR_13503_DEESTERIFIED_A:483271:model-3"
"AR_13503_DEESTERIFIED_A:483271:model-4","AR_13503_DEESTERIFIED_A","483271","4","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","1","false","06d09e1f49b2d2c7138298f9a70156f19adfa11d2936bbf1e63aff89282090b8","AR_13503_DEESTERIFIED_A:483271:model-4"
"AR_13503_DEESTERIFIED_A:483271:model-5","AR_13503_DEESTERIFIED_A","483271","5","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","2","false","b220ff59d980c84b1d158ec58b2c7cd590d1aa319f387c6aac55f732bc823c5e","AR_13503_DEESTERIFIED_A:483271:model-5"
"AR_13503_DEESTERIFIED_A:483271:model-6","AR_13503_DEESTERIFIED_A","483271","6","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","8eae56643024455b490233d559827616d3d2d3823f1e9028ef6befdf70b86048","AR_13503_DEESTERIFIED_A:483271:model-6"
"AR_13503_DEESTERIFIED_A:483271:model-7","AR_13503_DEESTERIFIED_A","483271","7","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","cb458b7577d25c9d1d6f6798dfca3fb62c12e5a41bce7d1d81411c623e21de44","AR_13503_DEESTERIFIED_A:483271:model-7"
"AR_13503_DEESTERIFIED_A:483271:model-8","AR_13503_DEESTERIFIED_A","483271","8","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","7c4d85c454c5ddd15b560dc227e6e3094e1cd80e3b8c1edb3afdda0ff7848991","AR_13503_DEESTERIFIED_A:483271:model-8"
"AR_13503_DEESTERIFIED_A:483271:model-9","AR_13503_DEESTERIFIED_A","483271","9","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed483271.pdbqt","582945285dc1ed7df263318d545f39d59589c43992a92c06cd92d16b0b6d4755","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","5b173aa6979688d29ef7d9d1b09376a1b85d9f1c66d23dd9a0e5923a684d197c","AR_13503_DEESTERIFIED_A:483271:model-9"
"AR_13503_DEESTERIFIED_A:806519:model-1","AR_13503_DEESTERIFIED_A","806519","1","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","7","false","c2022d10b0823cf1a52218a6fa073feea568f9781a88e52d37d43e0d3447856a","AR_13503_DEESTERIFIED_A:806519:model-1"
"AR_13503_DEESTERIFIED_A:806519:model-10","AR_13503_DEESTERIFIED_A","806519","10","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","b3b7c9db575456f0591dda9cf79127ea0835263e2b8e633a0ed50db64d13c9c7","AR_13503_DEESTERIFIED_A:806519:model-10"
"AR_13503_DEESTERIFIED_A:806519:model-11","AR_13503_DEESTERIFIED_A","806519","11","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","107f04047e0f4ef196865fa81170cf876fa275341c8eb7c5aac758cfb611a9b3","AR_13503_DEESTERIFIED_A:806519:model-11"
"AR_13503_DEESTERIFIED_A:806519:model-12","AR_13503_DEESTERIFIED_A","806519","12","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","406081b55df182fa6eeaa6cbc92a67059c781f1b1d5c6e9b700ed1394f241599","AR_13503_DEESTERIFIED_A:806519:model-12"
"AR_13503_DEESTERIFIED_A:806519:model-13","AR_13503_DEESTERIFIED_A","806519","13","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","ecb00b754c2d59f2a409a5ca4dc4dde762c15aa8b5d7642db92e23d8f823b9bd","AR_13503_DEESTERIFIED_A:806519:model-13"
"AR_13503_DEESTERIFIED_A:806519:model-14","AR_13503_DEESTERIFIED_A","806519","14","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","78cc2925920c43cea456f943b22211b43ec0b19ac61d8af95a2696b3424a63ef","AR_13503_DEESTERIFIED_A:806519:model-14"
"AR_13503_DEESTERIFIED_A:806519:model-15","AR_13503_DEESTERIFIED_A","806519","15","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","2","false","c3699fbc777640f11bb1f9fac912d92344bf1c4c4fa39addbd19da966508dacb","AR_13503_DEESTERIFIED_A:806519:model-15"
"AR_13503_DEESTERIFIED_A:806519:model-16","AR_13503_DEESTERIFIED_A","806519","16","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","6","false","3ae5e871164f2c8445f17cf64d9e3af39fa96a121a03a0b3e298cc6932183d30","AR_13503_DEESTERIFIED_A:806519:model-16"
"AR_13503_DEESTERIFIED_A:806519:model-17","AR_13503_DEESTERIFIED_A","806519","17","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","7f99f684142096eecbcd535c94b6106fff51b413799e262874d1495449b1875c","AR_13503_DEESTERIFIED_A:806519:model-17"
"AR_13503_DEESTERIFIED_A:806519:model-18","AR_13503_DEESTERIFIED_A","806519","18","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","5","false","9b45dec6585a156ea74ce67cbd487c1bca3ad5083cc8168af2d4c10ca57ac340","AR_13503_DEESTERIFIED_A:806519:model-18"
"AR_13503_DEESTERIFIED_A:806519:model-19","AR_13503_DEESTERIFIED_A","806519","19","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","e2044671a533b7a1c32e0832f334100a35f4a41b283d3955233d980d2c201455","AR_13503_DEESTERIFIED_A:806519:model-19"
"AR_13503_DEESTERIFIED_A:806519:model-2","AR_13503_DEESTERIFIED_A","806519","2","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","3","false","d1572ea583a55b354502e19591e5a9bc959308f9aef053551ae6a10e7fb9aa52","AR_13503_DEESTERIFIED_A:806519:model-2"
"AR_13503_DEESTERIFIED_A:806519:model-20","AR_13503_DEESTERIFIED_A","806519","20","/Users/yazan/totah-lab/research/mettl7-netarsudil-sam-mechanism/phase2-matched-sar/raw/7A_ar_13503_deesterified_seed806519.pdbqt","f47dcf1c8244546f0a1d6ba55a019867f0add8cfbb0b197794174b8b7222f2bd","ADMITTED_ADEQUATE","ADMITTED","43","43","4","false","ce51ac947062c7e5011d13d15d0f4071268e80ad7c6f40df665bca09fac5dd83","AR_13503_DEESTERIFIED_A:806519:model-20"
