condition,enantiomer,seed,model,status,family,source,source_sha256,sam_compatibility,sam_min_distance_A,engine_score,scientific_score_interpretation
7B_G199F_SAM_BOUND,R,42,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,3.5430248376210973,-4.647,NONE
7B_G199F_SAM_BOUND,R,42,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,3.27866024467312,-4.628,NONE
7B_G199F_SAM_BOUND,R,42,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,2.909887111212392,-4.525,NONE
7B_G199F_SAM_BOUND,R,42,5,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,2.99444903112409,-4.184,NONE
7B_G199F_SAM_BOUND,R,42,6,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,12.278016167117553,-4.15,NONE
7B_G199F_SAM_BOUND,R,42,7,ACCEPTED_ON_SITE,8,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,6.31418759619953,-4.142,NONE
7B_G199F_SAM_BOUND,R,42,8,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,3.555394914773886,-4.127,NONE
7B_G199F_SAM_BOUND,R,42,9,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,12.482642228310478,-4.102,NONE
7B_G199F_SAM_BOUND,S,1,1,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,3.3012193201906475,-4.84,NONE
7B_G199F_SAM_BOUND,S,1,2,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,3.258307843037548,-4.657,NONE
7B_G199F_SAM_BOUND,S,1,3,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,3.3489298290648017,-4.626,NONE
7B_G199F_SAM_BOUND,S,1,4,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,3.0991045480912716,-4.487,NONE
7B_G199F_SAM_BOUND,S,1,5,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,6.242850791104974,-4.423,NONE
7B_G199F_SAM_BOUND,S,1,6,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,3.4321145085792226,-4.354,NONE
7B_G199F_SAM_BOUND,S,1,7,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,12.259891231165144,-4.121,NONE
7B_G199F_SAM_BOUND,S,1,8,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,12.228485801602746,-4.068,NONE
7B_G199F_SAM_BOUND,S,1,9,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s1.pdbqt,1b460f2a6e7cbdad6239738b3fa857185e13f01b1c6e1b3ed88b2dca34c355e3,compatible,2.9785464575863174,-4.005,NONE
7B_G199F_SAM_BOUND,S,7,1,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,3.5141863923246874,-4.866,NONE
7B_G199F_SAM_BOUND,S,7,2,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,3.2731888121524557,-4.627,NONE
7B_G199F_SAM_BOUND,S,7,3,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,3.082724444383572,-4.509,NONE
7B_G199F_SAM_BOUND,S,7,4,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,3.3478627510697025,-4.509,NONE
7B_G199F_SAM_BOUND,S,7,5,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,6.208530663530624,-4.397,NONE
7B_G199F_SAM_BOUND,S,7,6,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,3.4266925744805303,-4.349,NONE
7B_G199F_SAM_BOUND,S,7,7,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,12.174364459798301,-4.121,NONE
7B_G199F_SAM_BOUND,S,7,8,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,12.216550003990486,-4.065,NONE
7B_G199F_SAM_BOUND,S,7,9,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s7.pdbqt,f8f4696f25a488bbcaa52005264e1a0de154fe044055253b118521a0eec083d0,compatible,12.51861098524912,-4.032,NONE
7B_G199F_SAM_BOUND,S,42,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,3.088026878121367,-4.523,NONE
7B_G199F_SAM_BOUND,S,42,2,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,6.168416733652162,-4.458,NONE
7B_G199F_SAM_BOUND,S,42,3,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,3.4264188302074228,-4.38,NONE
7B_G199F_SAM_BOUND,S,42,4,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,12.199029387619328,-4.191,NONE
7B_G199F_SAM_BOUND,S,42,5,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,12.450860412035787,-4.143,NONE
7B_G199F_SAM_BOUND,S,42,6,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,12.411852883433642,-4.108,NONE
7B_G199F_SAM_BOUND,S,42,7,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,12.27375317496649,-4.077,NONE
7B_G199F_SAM_BOUND,S,42,8,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_S_s42.pdbqt,755cef8459826e5a2cd6e82a114e6343141963f599dbb3c4cb1bbb5b3dd2fa61,compatible,12.498686090945718,-4.057,NONE
