condition,enantiomer,seed,model,status,family,source,source_sha256,sam_compatibility,sam_min_distance_A,engine_score,scientific_score_interpretation
7B_WT_SAM_BOUND,S,7,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s7.pdbqt,9982f18f5f0480b2135531ed9701d1bacf96f0ade8acf3d9122fcbcfe5601cbd,compatible,3.2105784525533716,-4.648,NONE
7B_WT_SAM_BOUND,S,7,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s7.pdbqt,9982f18f5f0480b2135531ed9701d1bacf96f0ade8acf3d9122fcbcfe5601cbd,compatible,3.6202776136644546,-4.644,NONE
7B_WT_SAM_BOUND,S,7,5,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s7.pdbqt,9982f18f5f0480b2135531ed9701d1bacf96f0ade8acf3d9122fcbcfe5601cbd,compatible,3.7916339485767874,-4.636,NONE
7B_WT_SAM_BOUND,S,7,6,ACCEPTED_ON_SITE,9,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s7.pdbqt,9982f18f5f0480b2135531ed9701d1bacf96f0ade8acf3d9122fcbcfe5601cbd,compatible,3.649063167444488,-4.486,NONE
7B_WT_SAM_BOUND,S,7,7,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s7.pdbqt,9982f18f5f0480b2135531ed9701d1bacf96f0ade8acf3d9122fcbcfe5601cbd,compatible,3.075838259726933,-4.473,NONE
7B_WT_SAM_BOUND,S,7,8,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s7.pdbqt,9982f18f5f0480b2135531ed9701d1bacf96f0ade8acf3d9122fcbcfe5601cbd,compatible,6.10655139993106,-4.452,NONE
7B_WT_SAM_BOUND,S,7,9,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s7.pdbqt,9982f18f5f0480b2135531ed9701d1bacf96f0ade8acf3d9122fcbcfe5601cbd,compatible,3.3519073674551327,-4.35,NONE
7B_WT_SAM_BOUND,S,42,1,ACCEPTED_ON_SITE,8,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.8727634836121867,-5.157,NONE
7B_WT_SAM_BOUND,S,42,2,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.717346634361665,-4.97,NONE
7B_WT_SAM_BOUND,S,42,3,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.8124172122158932,-4.639,NONE
7B_WT_SAM_BOUND,S,42,4,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.224608193253872,-4.626,NONE
7B_WT_SAM_BOUND,S,42,5,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.6583478511481107,-4.616,NONE
7B_WT_SAM_BOUND,S,42,6,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.094096798744345,-4.5,NONE
7B_WT_SAM_BOUND,S,42,7,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,6.141461552431961,-4.449,NONE
7B_WT_SAM_BOUND,S,42,8,ACCEPTED_ON_SITE,10,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.252220318490123,-4.421,NONE
7B_WT_SAM_BOUND,S,42,9,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7B_WT_SAM_BOUND_S_s42.pdbqt,70da40e23e8cf2fad242753e3305485650b3c739ab1ca91c01d7257ae74efbb5,compatible,3.3675923149930127,-4.259,NONE
7A_F43L_F199G_SAM_BOUND,R,1,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,3.7218604218858067,-6.281,NONE
7A_F43L_F199G_SAM_BOUND,R,1,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,4.7292720370052725,-6.206,NONE
7A_F43L_F199G_SAM_BOUND,R,1,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,4.820449045472838,-5.983,NONE
7A_F43L_F199G_SAM_BOUND,R,1,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,3.7314657977797414,-5.981,NONE
7A_F43L_F199G_SAM_BOUND,R,1,5,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,3.8351381982922077,-5.906,NONE
7A_F43L_F199G_SAM_BOUND,R,1,6,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,3.6216319525871206,-5.873,NONE
7A_F43L_F199G_SAM_BOUND,R,1,7,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,3.7406109126718863,-5.732,NONE
7A_F43L_F199G_SAM_BOUND,R,1,8,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,3.4617580793579434,-5.674,NONE
7A_F43L_F199G_SAM_BOUND,R,1,9,ACCEPTED_ON_SITE,8,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s1.pdbqt,62400062e4bdfb509957f994d134500179e93e3ec2b314e16fc4b73c46bde5e3,compatible,3.747229109622202,-5.671,NONE
7A_F43L_F199G_SAM_BOUND,R,7,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,3.684158927082272,-6.268,NONE
7A_F43L_F199G_SAM_BOUND,R,7,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,4.711085968224311,-6.217,NONE
7A_F43L_F199G_SAM_BOUND,R,7,3,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,3.7436634464118166,-5.974,NONE
7A_F43L_F199G_SAM_BOUND,R,7,4,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,4.739324424430132,-5.971,NONE
7A_F43L_F199G_SAM_BOUND,R,7,5,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,3.592878511722877,-5.866,NONE
7A_F43L_F199G_SAM_BOUND,R,7,6,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,3.439712051902019,-5.759,NONE
7A_F43L_F199G_SAM_BOUND,R,7,7,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,3.7592021759942633,-5.73,NONE
7A_F43L_F199G_SAM_BOUND,R,7,8,ACCEPTED_ON_SITE,9,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,3.629497072598351,-5.722,NONE
7A_F43L_F199G_SAM_BOUND,R,7,9,ACCEPTED_ON_SITE,8,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s7.pdbqt,0719c26005e693095f5a3dc7e87d4c35edc88175fe82b7c270531ac7eb2e8878,compatible,3.7413977334680686,-5.67,NONE
7A_F43L_F199G_SAM_BOUND,R,42,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,3.66132066336725,-6.285,NONE
7A_F43L_F199G_SAM_BOUND,R,42,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,4.712136352016992,-6.215,NONE
7A_F43L_F199G_SAM_BOUND,R,42,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,4.8616920922658196,-5.979,NONE
7A_F43L_F199G_SAM_BOUND,R,42,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,3.642082234107297,-5.936,NONE
7A_F43L_F199G_SAM_BOUND,R,42,5,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,3.6139708078511097,-5.874,NONE
7A_F43L_F199G_SAM_BOUND,R,42,6,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,3.461424273330272,-5.755,NONE
7A_F43L_F199G_SAM_BOUND,R,42,7,ACCEPTED_ON_SITE,10,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,5.209033019668814,-5.731,NONE
7A_F43L_F199G_SAM_BOUND,R,42,8,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,3.784216959953539,-5.725,NONE
7A_F43L_F199G_SAM_BOUND,R,42,9,ACCEPTED_ON_SITE,8,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_R_s42.pdbqt,e74e07884dd25c01bc77bfb5dbc44792da53b5cb9a3d97157c89497b2b5bf57c,compatible,3.654187050494268,-5.686,NONE
7A_F43L_F199G_SAM_BOUND,S,1,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,5.040463867542352,-6.182,NONE
7A_F43L_F199G_SAM_BOUND,S,1,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,4.769936163094848,-6.112,NONE
7A_F43L_F199G_SAM_BOUND,S,1,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,4.561197759361021,-6.0,NONE
7A_F43L_F199G_SAM_BOUND,S,1,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,3.6098558142950803,-5.934,NONE
7A_F43L_F199G_SAM_BOUND,S,1,5,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,3.754148771692459,-5.882,NONE
7A_F43L_F199G_SAM_BOUND,S,1,6,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,3.834405560187915,-5.746,NONE
7A_F43L_F199G_SAM_BOUND,S,1,7,ACCEPTED_ON_SITE,9,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,3.8080803562950187,-5.7,NONE
7A_F43L_F199G_SAM_BOUND,S,1,8,ACCEPTED_ON_SITE,8,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,3.4226207794612598,-5.66,NONE
7A_F43L_F199G_SAM_BOUND,S,1,9,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s1.pdbqt,efb846783f9d07cb8af80472271cc95f5ccf5a59b065dcd44bc439250d23af1f,compatible,3.7353310428929856,-5.654,NONE
7A_F43L_F199G_SAM_BOUND,S,7,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,4.980538525099472,-6.167,NONE
7A_F43L_F199G_SAM_BOUND,S,7,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,4.764185659690436,-6.102,NONE
7A_F43L_F199G_SAM_BOUND,S,7,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,4.6464496123384365,-6.026,NONE
7A_F43L_F199G_SAM_BOUND,S,7,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,3.5430342928060963,-5.955,NONE
7A_F43L_F199G_SAM_BOUND,S,7,5,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,3.656273102491114,-5.862,NONE
7A_F43L_F199G_SAM_BOUND,S,7,6,ACCEPTED_ON_SITE,10,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,6.5395355339656955,-5.829,NONE
7A_F43L_F199G_SAM_BOUND,S,7,7,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,3.8294585779193375,-5.749,NONE
7A_F43L_F199G_SAM_BOUND,S,7,8,ACCEPTED_ON_SITE,11,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,6.091149152664053,-5.668,NONE
7A_F43L_F199G_SAM_BOUND,S,7,9,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s7.pdbqt,d0a2fe2ed358145d03b64c386c9bcd6e2d90d8ebc8dc2135431234e80d368963,compatible,3.7330249128555244,-5.651,NONE
7A_F43L_F199G_SAM_BOUND,S,42,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,4.997410729567864,-6.173,NONE
7A_F43L_F199G_SAM_BOUND,S,42,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,4.793726421063264,-6.105,NONE
7A_F43L_F199G_SAM_BOUND,S,42,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,4.556779345107682,-6.001,NONE
7A_F43L_F199G_SAM_BOUND,S,42,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,3.551631456105771,-5.954,NONE
7A_F43L_F199G_SAM_BOUND,S,42,5,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,3.7827500578282987,-5.888,NONE
7A_F43L_F199G_SAM_BOUND,S,42,6,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,3.815797950625792,-5.762,NONE
7A_F43L_F199G_SAM_BOUND,S,42,7,ACCEPTED_ON_SITE,8,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,3.4395915455181587,-5.665,NONE
7A_F43L_F199G_SAM_BOUND,S,42,8,ACCEPTED_ON_SITE,12,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,3.789976517077645,-5.642,NONE
7A_F43L_F199G_SAM_BOUND,S,42,9,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7A_F43L_F199G_SAM_BOUND_S_s42.pdbqt,a6aaf67f55df8d5189ec3c2952c6fde9b755ed7035a15665066b61c27e65c141,compatible,3.57073689873673,-5.609,NONE
7B_G199F_SAM_BOUND,R,1,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,3.4116308416943357,-4.668,NONE
7B_G199F_SAM_BOUND,R,1,2,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,3.435019941717952,-4.666,NONE
7B_G199F_SAM_BOUND,R,1,3,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,3.3179645869116805,-4.634,NONE
7B_G199F_SAM_BOUND,R,1,4,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,2.911420443700978,-4.509,NONE
7B_G199F_SAM_BOUND,R,1,5,ACCEPTED_ON_SITE,5,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,3.619108315593773,-4.173,NONE
7B_G199F_SAM_BOUND,R,1,6,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,12.267629803674383,-4.161,NONE
7B_G199F_SAM_BOUND,R,1,7,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,12.499632554599355,-4.098,NONE
7B_G199F_SAM_BOUND,R,1,8,ACCEPTED_ON_SITE,7,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,3.2447204810276036,-3.993,NONE
7B_G199F_SAM_BOUND,R,1,9,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s1.pdbqt,5aba8a548ed35ae6428df3c3abf57d4fb49fca82ee180974bad065c2f532e0c7,compatible,12.391207285813598,-3.971,NONE
7B_G199F_SAM_BOUND,R,7,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,3.4419665890301725,-4.641,NONE
7B_G199F_SAM_BOUND,R,7,2,ACCEPTED_ON_SITE,3,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,3.310945786327526,-4.636,NONE
7B_G199F_SAM_BOUND,R,7,3,ACCEPTED_ON_SITE,4,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,2.8981038628731026,-4.526,NONE
7B_G199F_SAM_BOUND,R,7,4,ACCEPTED_ON_SITE,2,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,3.5569044125475178,-4.35,NONE
7B_G199F_SAM_BOUND,R,7,5,ACCEPTED_ON_SITE,6,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,2.9562669027000923,-4.264,NONE
7B_G199F_SAM_BOUND,R,7,6,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,12.267150850951495,-4.15,NONE
7B_G199F_SAM_BOUND,R,7,7,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,12.49708818085237,-4.087,NONE
7B_G199F_SAM_BOUND,R,7,8,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,12.404124515660104,-4.02,NONE
7B_G199F_SAM_BOUND,R,7,9,REJECTED_OUTSIDE_CANONICAL_SITE,,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s7.pdbqt,64dc1b79983fca77509f2976fdce182905867ab7e04b6abf635dfd7009a879cb,compatible,12.500236037771447,-3.983,NONE
7B_G199F_SAM_BOUND,R,42,1,ACCEPTED_ON_SITE,1,analysis/dcmb/controlled_campaign/raw/7B_G199F_SAM_BOUND_R_s42.pdbqt,d6c3d1cfac72c42346752df39aad0e86b387408a88b076d7bb8fd9914f31cfe4,compatible,3.404395100454705,-4.685,NONE
